Full company name,Payments to Governments Report_x,Country,Year,Company type,Company ID number,Sector,Commodities (comma-seperated),Stock exchange listing or company website,"Audited financial statement (or balance sheet, cash flows, profit/loss statement if unavailable)",Payments to Governments Report_y,ISO Code,Start Date,End Date
شرکت استخراج معادن عکس AKS MINING CO,1215.0,Afghanistan,2018,Private,9001171967,Mining,,Not applicable ,Not available ,1215,AFG,2017-12-21,2018-12-24
شرکت استخراج معادن لیگان LEGAAN MINING CO,20696.0,Afghanistan,2018,Private,9000276395,Mining,,Not applicable ,Not available ,20696,AFG,2017-12-21,2018-12-24
شرکت استخراج معادن مقصودی برادران MAQSOOD BROTHERS MINING CO,5100.0,Afghanistan,2018,Private,7004510017,Mining,,Not applicable ,Not available ,5100,AFG,2017-12-21,2018-12-24
شرکت استخراج معادن ممتاز کوثر لمتید MUMTAZ KAWSAR MINING LTD,1185.0,Afghanistan,2018,Private,9001678474,Other,,Not applicable ,Not available ,1185,AFG,2017-12-21,2018-12-24
شرکت استخراج معادن میرزاده MIRZADA MINING CO,85.0,Afghanistan,2018,Private,9001676882,Mining,,Not applicable ,Not available ,85,AFG,2017-12-21,2018-12-24
شرکت استخراج معادن هیواد برادرز HEWAD BROTHERS MINING CO,2027271.0,Afghanistan,2018,,,,,,,,,,
شرکت استخراج معادن کابل KABUL MINING EXTRACTION COMPANY,15.0,Afghanistan,2018,,,,,,,,,,
شرکت استخراج معادن کهساران لمتید KOHSARAN MINING LTD,17945.0,Afghanistan,2018,Private,9001801845,Mining,,Not applicable ,Not available ,17945,AFG,2017-12-21,2018-12-24
شرکت استخراج معادن کولت نیمروزافغانستان KOLT NEMROZ AFGHANISTAN MINING CO,1170.0,Afghanistan,2018,Private,9001099671,Mining,,Not applicable ,Not available ,1170,AFG,2017-12-21,2018-12-24
شرکت استخراج معادن گولدن گیت GOLDEN GATE MINING CO,12810.0,Afghanistan,2018,Private,9001150078,Mining,,Not applicable ,Not available ,12810,AFG,2017-12-21,2018-12-24
شرکت استخراج معدن آمو هولدنگ گروپ AMO HOLDING GROUP MINING CO,57550.0,Afghanistan,2018,Private,9003131571,Mining,,Not applicable ,Not available ,57550,AFG,2017-12-21,2018-12-24
شرکت استخراج معدن افغان تراورتین AFGHAN TRANWERTIN MINING CO,5.0,Afghanistan,2018,,,,,,,,,,
شرکت استخراج معدن افغان مس لمتید AFGHAN COPPER MINING CO,71163.0,Afghanistan,2018,Private,9000928359,Mining,,Not applicable ,Not available ,71163,AFG,2017-12-21,2018-12-24
شرکت استخراج معدن ایگل راک EAGAL ROCK MINING CO,191983.0,Afghanistan,2018,Private,9003417392,Mining,,Not applicable ,Not available ,191983,AFG,2017-12-21,2018-12-24
شرکت استخراج معدن برادران هرات غرب لمتید HEERAT WEST MINING LTD,10360.0,Afghanistan,2018,Private,9000994310,Mining,,Not applicable ,Not available ,10360,AFG,2017-12-21,2018-12-24
شرکت استخراج معدن بها جلیلی BAHA JALILI MINING CO,66500.0,Afghanistan,2018,Private,9002760743,Mining,,Not applicable ,Not available ,66500,AFG,2017-12-21,2018-12-24
شرکت استخراج معدن سرویس سنتر سترای ال ال سی SERVICE CENTER ALLC,500.0,Afghanistan,2018,Private,9002029800,Mining,,Not applicable ,Not available ,500,AFG,2017-12-21,2018-12-24
شرکت استخراج معدن لعل خراسان LAL KHORASAN MINING CO,2895.0,Afghanistan,2018,Private,9003016442,Mining,,Not applicable ,Not available ,2895,AFG,2017-12-21,2018-12-24
شرکت استخراج معدن هرات انصار HEERAT ANSAR MINING CO,32725.0,Afghanistan,2018,Private,9000875147,Mining,,Not applicable ,Not available ,32725,AFG,2017-12-21,2018-12-24
شرکت استخراج معدن پارمیس گلوبل PARMIS GLOBAL MINING CO,825.0,Afghanistan,2018,,,,,,,,,,
شرکت استخراج معدن گربت ولیج GURBAT VILLIGE MINING CO,28695.0,Afghanistan,2018,Private,9003861268,Mining,,Not applicable ,Not available ,28695,AFG,2017-12-21,2018-12-24
شرکت استخراج و پروسس سنک مرمر مروارید لمتید MURWARID STONE PRO.LTD,110681.0,Afghanistan,2018,Private,9001611079,Mining,,Not applicable ,Not available ,110681,AFG,2017-12-21,2018-12-24
شرکت استخراج و پروسس سنگ بهار هرات مرمر لمتید BAHAR HEERAT TALK PRO. LTD,31968.0,Afghanistan,2018,Private,9001045062,Other,,Not applicable ,Not available ,31968,AFG,2017-12-21,2018-12-24
شرکت استخراج و پروسس سنگ مرمر پیروز مهدی لمتید PEROZ MAHDI STONE PRO.LTD,5800.0,Afghanistan,2018,Private,9001206219,Mining,,Not applicable ,Not available ,5800,AFG,2017-12-21,2018-12-24
شرکت استخراج و پروسس معادن بیتا یونایتد BITA UNITED MINING CO,11715.0,Afghanistan,2018,Private,7008637014,Other,,Not applicable ,Not available ,11715,AFG,2017-12-21,2018-12-24
شرکت استخراج وپروسس سنگ عرفان غزنوی لمتید URFAN GHAZNAWI STONE PRO LTD,800.0,Afghanistan,2018,,,,,,,,,,
شرکت اعتماد قره باغ,229732.0,Afghanistan,2018,Private,9000917576,Other,Gravel,Not applicable ,Not available ,229732,AFG,2017-12-21,2018-12-24
شرکت افغان کول ال ال سی AFGHAN COAL LLC,352416.0,Afghanistan,2018,,,,,,,,,,
شرکت امانیه مایننگ AMANIA MINING COMPANY,10719173.0,Afghanistan,2018,,,,,,,,,,
شرکت امید سباون,212285.0,Afghanistan,2018,Private,9001792929,Other,Construction stone,Not applicable ,Not available ,212285,AFG,2017-12-21,2018-12-24
شرکت برادران خالد عزیز,5389321.0,Afghanistan,2018,Private,1019984010,Other,Coal,Not applicable ,Not available ,5389321,AFG,2017-12-21,2018-12-24
شرکت برادران خالد عزیز,5389321.0,Afghanistan,2018,Private,1019984010,Other,Coal,Not applicable ,Not available ,5389321,AFG,2017-12-21,2018-12-24
شرکت برادران عادل,4831818.0,Afghanistan,2018,Private,1026557205,Other,Marble,Not applicable ,Not available ,4831818,AFG,2017-12-21,2018-12-24
شرکت برادران مهمند شمال,4010260.0,Afghanistan,2018,Private,1045746011,Other,Coal,Not applicable ,Not available ,4010260,AFG,2017-12-21,2018-12-24
شرکت تجارتی آریا پوپل لمتید,374288.0,Afghanistan,2018,Private,1021202203,Other,Coal,Not applicable ,Not available ,374288,AFG,2017-12-21,2018-12-24
شرکت تصفیه مواد نفتی اعتماد نفت لمتید ITEMAD NAFT LTD,100.0,Afghanistan,2018,Private,9001746180,Mining,,Not applicable ,Not available ,100,AFG,2017-12-21,2018-12-24
شرکت تصفیه نفت سلیم کاروان SALEEM KARWAN MINING CO,0.0,Afghanistan,2018,Private,9000851866,Mining,,Not applicable ,Not available ,- ,AFG,2017-12-21,2018-12-24
شرکت تصفیه نفت میوند سروری MAIWAND SARWARI MINING CO,9213.0,Afghanistan,2018,Private,9001866798,Mining,,Not applicable ,Not available ,9213,AFG,2017-12-21,2018-12-24
شرکت تولید سنگ تزیناتی وتعمیراتی هلال,280730.0,Afghanistan,2018,Private,1044928016,Other,Marble,Not applicable ,Not available ,280730,AFG,2017-12-21,2018-12-24
شرکت تولید مواد معدنی کابل کلسید KABUL CLASSID MINING PRODUCTION COMPANY,1000.0,Afghanistan,2018,,,,,,,,,,
شرکت تکنالوجست,3485715.0,Afghanistan,2018,Private,9000412131,Other,"Construction stone, Gravel",Not applicable ,Not available ,3485715,AFG,2017-12-21,2018-12-24
شرکت خدمات استخراج معدن سنتارامریکن ال ال سی CENTER AMERICAN LLC,70605.0,Afghanistan,2018,Private,9001415893,Mining,,Not applicable ,Not available ,70605,AFG,2017-12-21,2018-12-24
شرکت خدمات انجنیری جیو و معادن افغانایت AFGHAN KNIGHT GEO & MINING CO,4586052.0,Afghanistan,2018,,,,,,,,,,
شرکت خدمات لوژستیکی ابراهیم متونوال IBRAHIM MATONWAL LOGISTIC CO,165600.0,Afghanistan,2018,Private,9001177584,Mining,,Not applicable ,Not available ,165600,AFG,2017-12-21,2018-12-24
شرکت خدمات منابع طبیعی معادن اریا فیضی لمتید ARYA FAIZI MINING LTD,20070.0,Afghanistan,2018,Private,9000973116,Mining,,Not applicable ,Not available ,20070,AFG,2017-12-21,2018-12-24
شرکت ذوب آهن کتلیست KATALEST IRON MINING CO,13300.0,Afghanistan,2018,Private,9000133984,Mining,,Not applicable ,Not available ,13300,AFG,2017-12-21,2018-12-24
شرکت ریگریشن کابل گلدره,222308.0,Afghanistan,2018,Private,9000937442,Other,Gravel,Not applicable ,Not available ,222308,AFG,2017-12-21,2018-12-24
شرکت ساختمانی حاجی ملا شاه میرزی,240521.0,Afghanistan,2018,Private,1039350010,Other,Construction stone,Not applicable ,Not available ,240521,AFG,2017-12-21,2018-12-24
شرکت ساختمانی غلام حضرت ارغندیوال,99300.0,Afghanistan,2018,Private,9001100875,Other,Gravel,Not applicable ,Not available ,99300,AFG,2017-12-21,2018-12-24
شرکت ساختمانی فاروق استانکزی,143439.0,Afghanistan,2018,Private,1014901019,Other,,Not applicable ,Not available ,143439,AFG,2017-12-21,2018-12-24
شرکت سرمایه گذاری معادن MINING INVESTMENT COMPANY,481908.0,Afghanistan,2018,,,,,,,,,,
شرکت سنگبری حدیث لمتید HADETH STONE LTD,195.0,Afghanistan,2018,Private,1028063202,Mining,,Not applicable ,Not available ,195,AFG,2017-12-21,2018-12-24
شرکت سنگبری پسران دقیق لمتید PESARAN DAQIQ STONE PRO.LTD,500.0,Afghanistan,2018,Private,9001134775,Mining,,Not applicable ,Not available ,500,AFG,2017-12-21,2018-12-24
شرکت سپتی اوغلوایس مات دستی,113552.0,Afghanistan,2018,Private,1046337018,Other,Construction Stone,Not applicable ,Not available ,113552,AFG,2017-12-21,2018-12-24
شرکت صنعتی استخراج سنگ معدن کوه نور هرات لمتید KOH-E-NOOR HEERAT STONE MINING LTD,435.0,Afghanistan,2018,Private,9001769422,Mining,,Not applicable ,Not available ,435,AFG,2017-12-21,2018-12-24
شرکت صنعتی استخراج معادن ماگما لمتید MAGMA MINING LTD,200.0,Afghanistan,2018,Private,9001799981,Mining,,Not applicable ,Not available ,200,AFG,2017-12-21,2018-12-24
شرکت صنعتی جهان سنگ ساحل لمتید JAHAN SANG SAHEL LTD,192332.0,Afghanistan,2018,Private,1029365200,Mining,,Not applicable ,Not available ,192332,AFG,2017-12-21,2018-12-24
شرکت صنعتی و سنگبری بهار مرمر لمتید BAHAR MARMAR LTD,92629.0,Afghanistan,2018,Private,1028386017,Mining,,Not applicable ,Not available ,92629,AFG,2017-12-21,2018-12-24
شرکت صنعتی پروسس سنگ بلورین لمتید BLAWREEN STONE PRO.LTD,48295.0,Afghanistan,2018,Private,9001911404,Mining,,Not applicable ,Not available ,48295,AFG,2017-12-21,2018-12-24
شرکت صنعتی کرومایت برادران BROTHERS CROMITE MINING CO,43300.0,Afghanistan,2018,Private,1051051017,Mining,,Not applicable ,Not available ,43300,AFG,2017-12-21,2018-12-24
شرکت مسعودعارف فقیرزاده,323200.0,Afghanistan,2018,,,,,,,,,,
شرکت معدن کاری غلام رسول پامیر PAMIR RASOOL MINING CO,87778.0,Afghanistan,2018,Private,1016640169,Mining,,Not applicable ,Not available ,87778,AFG,2017-12-21,2018-12-24
شرکت معدن کاری کولاک KOLAK MINING CO,62335.0,Afghanistan,2018,Private,1016338160,Mining,,Not applicable ,Not available ,62335,AFG,2017-12-21,2018-12-24
شرکت پروسس سنگ تالک پامیر خراسان PAMIR KHORASAN MINING CO,1636.0,Afghanistan,2018,Private,9002944453,Mining,,Not applicable ,Not available ,1636,AFG,2017-12-21,2018-12-24
شرکت پروسس سنگ لوگروال لمتید LOGARWAL STONE PRO.CO,2395.0,Afghanistan,2018,Private,1029356209,Mining,,Not applicable ,Not available ,2395,AFG,2017-12-21,2018-12-24
شهاب محبوب تالک اومرمرو استخراج اوپروسس شرکت SSHAHAB MEHBOOB TALC AND MARBLE EXTRACTION AND PROCESSING COMPANY,64325.0,Afghanistan,2018,,,,,,,,,,
عرفان سبحان تالک دمعدن استخراج اوپروسس شرکت URFAN SUBHAN TALK PRO.CO,3300.0,Afghanistan,2018,Private,9005393476,Mining,,Not applicable ,Not available ,3300,AFG,2017-12-21,2018-12-24
"عمرگل فرزند جمعه خان, عمرگل فرزند جمعه خان",21222.0,Afghanistan,2018,Private,9002781806,Other,Sand,Not applicable ,Not available ,21222,AFG,2017-12-21,2018-12-24
"فقیر حسین, محمد حسین",143581.0,Afghanistan,2018,Private,9001745869,Other,Construction stone,Not applicable ,Not available ,143581,AFG,2017-12-21,2018-12-24
"محمد هاشم فرزند عبدالله, محمد هاشم",62051.0,Afghanistan,2018,Private,9001268979,Other,Construction stone,Not applicable ,Not available ,62051,AFG,2017-12-21,2018-12-24
"محمد یونس ولد محمد عیسی, محمد یونس",32060.0,Afghanistan,2018,,,,,,,,,,
"محمدی فرزند مسجدی, محمد دل",61899.0,Afghanistan,2018,Private,9002542117,Other,Construction stone,Not applicable ,Not available ,61899,AFG,2017-12-21,2018-12-24
محمود غالب شیرزاد تالک او معادن دپروسس استخراج شرکت MAHMOOD GHALEB SHERZAD TALC PRO.CO,223190.0,Afghanistan,2018,Private,1019483013,Mining,,Not applicable ,Not available ,223190,AFG,2017-12-21,2018-12-24
نارټ ویسټ منرلز NORTH WEST MINERALS,45685.0,Afghanistan,2018,Private,1008467084,Mining,,Not applicable ,Not available ,45685,AFG,2017-12-21,2018-12-24
نبی افغان دمعدن استخراج او پروسس شر کت NABI AFGHAN MINES EXTRACTION AND PROCESSING COMPANY,2694779.0,Afghanistan,2018,,,,,,,,,,
"نجیب الله فرزند عین الله, نجیب الله فرزند عین الله",61921.0,Afghanistan,2018,Private,9002519941,Other,Construction stone,Not applicable ,Not available ,61921,AFG,2017-12-21,2018-12-24
نصب ومنتاژیک دستگاه ریگریشن محمد سمیع MOHAMMAD SAMI REGRATION INSTALLMENT PLANT,1000.0,Afghanistan,2018,,,,,,,,,,
"نصرالله فرزند اول الدین, نصرالله",74263.0,Afghanistan,2018,Private,9002519966,Other,Construction stone,Not applicable ,Not available ,74263,AFG,2017-12-21,2018-12-24
"نقیب الله فرزند محمد نبی, نقیب الله فرزند محمد نبی",93557.0,Afghanistan,2018,Private,9003125821,Other,"Construction stone, Gravel",Not applicable ,Not available ,93557,AFG,2017-12-21,2018-12-24
پروژه انتقال پایپ لاین گاز تاپی TAPI GAS TRANSMISSION PIPELINE PROJECT,25000.0,Afghanistan,2018,,,,,,,,,,
پروژه اکتشاف مس شیدای هرات HERAT SHAIDA COPPER EXPLORATION PROJECT,15000.0,Afghanistan,2018,Private,9001204305,Mining,Copper,Not applicable ,Not available ,15000,AFG,2017-12-21,2018-12-24
چینا تالک مایننگ CHETA TALK MINING,1600.0,Afghanistan,2018,Private,9000140393,Mining,,Not applicable ,Not available ,1600,AFG,2017-12-21,2018-12-24
گاز مایع آریانا افغان لمتد ARYANA AFGHAN LIQUID GAS LTD,47398.0,Afghanistan,2018,Private,1037575014,Gas,,Not applicable ,Not available ,47398,AFG,2017-12-21,2018-12-24
گروپ استخراج معادن شکران افغان لمتید SHOKRAN AFGHAN MINING LTD,1895.0,Afghanistan,2018,Private,9001570457,Mining,,Not applicable ,Not available ,1895,AFG,2017-12-21,2018-12-24
AAZAM KHAN WAFA SHERZAD LIMITED,164759.0,Afghanistan,2019,Private,9001881367,Other,Talc,Not applicable,Not available,164759,AFG,2018-12-21,2019-12-20
ABBAS GHAZNAVI LIMITED,19008124.0,Afghanistan,2019,Private,9001935742,Other,coal,Not applicable,Not available,19008124,AFG,2018-12-21,2019-12-20
ABDUL FATAH,200488.0,Afghanistan,2019,Private,9001846329,Other,Construction stone,Not applicable,Not available,200488,AFG,2018-12-21,2019-12-20
ABDUL RAHMAN BABA STEEL & IRON COMPANY,2433958.0,Afghanistan,2019,Private,1034131019,Other,Chromite,Not applicable,Not available,2433958,AFG,2018-12-21,2019-12-20
ABID HASSAN ZADRAN LIMITED,5832314.0,Afghanistan,2019,,,,,,,,,,
ABUBAKAR BURHAN LIMITED,10392680.0,Afghanistan,2019,Private,9006730064,Other,coal,Not applicable,Not available,10392680,AFG,2018-12-21,2019-12-20
AFGHAN GAS ENTERPRISE,62507770.0,Afghanistan,2019,State-owned enterprises & public corporations,Not available,Oil & Gas,"Oil, Gas, Condensates",Not applicable,https://momp.gov.af/soes,62507770,AFG,2018-12-21,2019-12-20
AFGHAN SHININK MINES EXTRACTION AND PROCESSING COMPANY,1757820.0,Afghanistan,2019,Private,9002202316,Other,talc,Not applicable,Not available,1757820,AFG,2018-12-21,2019-12-20
AHMAD ABU SULAIMAN,30000.0,Afghanistan,2019,Private,9007161707,Other,Construction stone,Not applicable,Not available,30000,AFG,2018-12-21,2019-12-20
AHMAD RAFI ORAAZ LIMITED,6750275.0,Afghanistan,2019,Private,9003746923,Other,coal,Not applicable,Not available,6750275,AFG,2018-12-21,2019-12-20
AHMAD SHAH MAIDANWALL CO,30000.0,Afghanistan,2019,Private,1008627083,Other,Talc,Not applicable,Not available,30000,AFG,2018-12-21,2019-12-20
AHMAD SHAH TALC EXTRACTION AND PROCESSING,247561.0,Afghanistan,2019,Private,1008627083,Other,Talc,Not applicable,Not available,247561,AFG,2018-12-21,2019-12-20
AHMAD WALI KALIWAL TRADING COMPANY,6737139.0,Afghanistan,2019,Private,9007084248,Other,coal,Not applicable,Not available,6737139,AFG,2018-12-21,2019-12-20
ALI MURADI AND IMRAN BAKHTIARI LIMITED,167548.0,Afghanistan,2019,,,,,,,,,,
ANSARIZADA LIMITED,3284032.0,Afghanistan,2019,Private,9008904659,Other,coal,Not applicable,Not available,3284032,AFG,2018-12-21,2019-12-20
ANWAR ALI AFGHAN ZADRAN LIMITED,7162180.0,Afghanistan,2019,,,,,,,,,,
ARIF SHAHAB LIMITED,1765249.0,Afghanistan,2019,Private,1008530089,Other,coal,,,1765249,AFG,2018-12-21,2019-12-20
ARIF WAQAR LIMITED,655340.0,Afghanistan,2019,,,,,,,,,,
AZIMI BROTHERS GROUP OF CO,430.0,Afghanistan,2019,Private,9001180349,Other,Precious Stone,Not applicable,Not available,430,AFG,2018-12-21,2019-12-20
AZIZ NAIM COMPANY,15000.0,Afghanistan,2019,Private,9001018861011,Other,Marble,Not applicable,Not available,15000,AFG,2018-12-21,2019-12-20
AZIZ ULLAH,80604.0,Afghanistan,2019,,,,,,,,,,
BABRAK NASEERZAI LIMITED,856988.0,Afghanistan,2019,Private,9008821028,Other,coal,Not applicable,Not available,856988,AFG,2018-12-21,2019-12-20
BAGHLAN QATGHAN LIMITED,1632014.0,Afghanistan,2019,Private,9003342749,Other,coal,Not applicable,Not available,1632014,AFG,2018-12-21,2019-12-20
BAKHTAR AFGHAN MARBLE COMPANY,90558.0,Afghanistan,2019,Private,1003112081,Other,Talc,Not applicable,Not available,90558,AFG,2018-12-21,2019-12-20
BILAL HAIDARI LIMITED,115315.0,Afghanistan,2019,Private,9007557219,Other,coal,Not applicable,Not available,115315,AFG,2018-12-21,2019-12-20
BILAL IQBAL HUSSAINI LIMITED,838187.0,Afghanistan,2019,Private,9006877196,Other,coal,Not applicable,Not available,838187,AFG,2018-12-21,2019-12-20
CNPCI WATAN OIL AND GAS AFGHANISTAN LIMITED,68359.0,Afghanistan,2019,Private,9000525965,Oil & Gas,"Oil, Gas, Condensates",https://www.cnpc.com.cn/en/cnpcworldwide/cnpcworldwide.shtml,Not available,68359,AFG,2018-12-21,2019-12-20
CORE DRILLERS,1285473.0,Afghanistan,2019,Private,9003861482,Other,Talc,Not applicable,Not available,1285473,AFG,2018-12-21,2019-12-20
DAWAJAN TAREEN LIMITED,4676825.0,Afghanistan,2019,Private,9005533139,Other,coal,Not applicable,Not available,4676825,AFG,2018-12-21,2019-12-20
DAWATAZI BALKYAAN LIMITED,110924.0,Afghanistan,2019,,,,,,,,,,
EHSAN AZIZ CONSTRUCTION COMPANY,3007497.0,Afghanistan,2019,Private,1008636019,Other,onyx,Not applicable,Not available,Err:507,AFG,2018-12-21,2019-12-20
FARHAN ZADRAN LIMITED,47042708.0,Afghanistan,2019,Private,9002051663,Other,,,,47042708,AFG,2018-12-21,2019-12-20
FARSHAD MOHIDI LIMITED,47300010.0,Afghanistan,2019,Private,9003329522,Other,coal,Not applicable,Not available,47300010,AFG,2018-12-21,2019-12-20
FAZAL UQAAB FARZAD LIMITED,7244.0,Afghanistan,2019,Private,9004548872,Other,Talc,Not applicable,Not available,7244,AFG,2018-12-21,2019-12-20
FULAD MALISTAN COMPANY,377249.0,Afghanistan,2019,Private,9001034231,Other,Travertine,Not applicable,Not available,377249,AFG,2018-12-21,2019-12-20
GHULAM SARWAR STANIKZAI LIMITED,160478289.0,Afghanistan,2019,Private,1009979087,Other,coal,Not applicable,Not available,160478289,AFG,2018-12-21,2019-12-20
HAJI BABA LIMITED,13729143.0,Afghanistan,2019,Private,9001221226,Other,coal,Not applicable,Not available,13729143,AFG,2018-12-21,2019-12-20
HAJI MALANG LIMITED,874109.0,Afghanistan,2019,Private,9000226291,Other,coal,Not applicable,Not available,874109,AFG,2018-12-21,2019-12-20
HAJI NABI JAN LIMITED,31138107.0,Afghanistan,2019,Private,9003575678,Other,coal,Not applicable,Not available,31138107,AFG,2018-12-21,2019-12-20
HAKEEM TAREEN LIMITED,39901285.0,Afghanistan,2019,Private,9001765602,Other,coal,Not applicable,Not available,39901285,AFG,2018-12-21,2019-12-20
HAKIM JAN,189240.0,Afghanistan,2019,Private,9002533876,Other,Construction stone,Not applicable,Not available,Err:507,AFG,2018-12-21,2019-12-20
HALEEM KHAN TAREEN LIMITED,1529774.0,Afghanistan,2019,,,,,,,,,,
HASHIMY GROUP,18782755.0,Afghanistan,2019,Private,1052485016,Other,Coal,Not applicable,Not available,Err:507,AFG,2018-12-21,2019-12-20
HASHMAT WALI MANDOZAI LIMITED,1990668.0,Afghanistan,2019,,,,,,,,,,
HASSAN AQA,70425.0,Afghanistan,2019,Private,9000902198,Other,Construction stone,Not applicable,Not available,Err:507,AFG,2018-12-21,2019-12-20
HAYAT HASSAN LIMITED,3216577.0,Afghanistan,2019,Private,9006659727,Other,coal,Not applicable,Not available,3216577,AFG,2018-12-21,2019-12-20
HEWAD BAGHLAN HOTAK LIMITED,453013.0,Afghanistan,2019,Private,9001194340,Other,coal,Not applicable,Not available,453013,AFG,2018-12-21,2019-12-20
HIKMAT MOHAMMAD SHERZAD LIMITED,38778792.0,Afghanistan,2019,,,,,,,,,,
HILAL SABA MINES EXTRACTION AND PROCESSING LIMITED,1375973.0,Afghanistan,2019,Private,1005531080,Other,talc,Not applicable,Not available,1375973,AFG,2018-12-21,2019-12-20
ITTIFAQ AZRAHWAL LIMITED,1913089.0,Afghanistan,2019,,,,,,,,,,
JAMAL AND CO TRADING LIMITED,183424.0,Afghanistan,2019,Private,9000443003,Other,talc,Not applicable,Not available,183424,AFG,2018-12-21,2019-12-20
JANNAT NIZAM LIMITED,544410.0,Afghanistan,2019,,,,,,,,,,
KABUL LEMAR MINERAL STONES PROCESSING CO,65251.0,Afghanistan,2019,Private,9004841582,Other,Nephrite,Not applicable,Not available,65251,AFG,2018-12-21,2019-12-20
