government_entity,eiti_id_government,sector,gfs_classification,revenue_stream_name,revenue_value,currency,country,iso_code3,year,start_date,end_date
GHANA NATIONAL PETROLEUM COMPANY,4939e6cf-3a84-4084-9cc0-445b2a9ccc68,oil & gas,Sales of goods and services by government units (1421E),Data Licence Fees,2.312851917E7,GHS,Ghana,GHA,2018,2018-01-01,"2018-12-31"
GHANA NATIONAL PETROLEUM COMPANY,4939e6cf-3a84-4084-9cc0-445b2a9ccc68,oil & gas,Sales of goods and services by government units (1421E),Data Licence Fees,4272229.22,USD,Ghana,GHA,2019,2019-01-01,"2019-12-31"
GHANA RAILWAY AUTHORITY,964f6859-cf35-4055-a2d8-9a1c0b736eb3,mining,Other taxes payable by natural resource companies (116E),Transportation Revenues,15663916,GHS,Ghana,GHA,2017,2017-01-01,"2017-12-31"
GHANA RAILWAY AUTHORITY,964f6859-cf35-4055-a2d8-9a1c0b736eb3,mining,Other taxes payable by natural resource companies (116E),Transportation Revenues,1.786445113E7,GHS,Ghana,GHA,2018,2018-01-01,"2018-12-31"
GHANA RAILWAY AUTHORITY,964f6859-cf35-4055-a2d8-9a1c0b736eb3,mining,Other taxes payable by natural resource companies (116E),Transportation Revenues,,USD,Ghana,GHA,2019,2019-01-01,"2019-12-31"
GOVERNMENT AGENCIES (LEVEL OF LOCAL GOVERNMENT),77a84753-d238-4f5c-99b1-067fe1faa52c,n/a,Other rent payments (1415E5),Lease Payments,1784393.6,EUR,Germany,DEU,2017,2017-01-01,"2017-12-31"
GOVERNMENT AGENCIES (LEVEL OF LOCAL GOVERNMENT),77a84753-d238-4f5c-99b1-067fe1faa52c,n/a,Compulsory transfers to government (infrastructure and other) (1415E4),Payments to Improve the Infrastructure,3.223484801E7,EUR,Germany,DEU,2017,2017-01-01,"2017-12-31"
GOVERNMENT AGENCIES (LEVEL OF LOCAL GOVERNMENT),77a84753-d238-4f5c-99b1-067fe1faa52c,n/a,Compulsory transfers to government (infrastructure and other) (1415E4),Payments to Improve the Infrastructure,4.389137364E7,EUR,Germany,DEU,2018,2018-01-01,"2018-12-31"
GOVERNMENT AGENCIES (LEVEL OF LOCAL GOVERNMENT),77a84753-d238-4f5c-99b1-067fe1faa52c,n/a,Compulsory transfers to government (infrastructure and other) (1415E4),Payments to Improve the Infrastructure,3.164672861E7,EUR,Germany,DEU,2019,2019-01-01,"2019-12-31"
GOVERNMENT AGENCIES (LEVEL OF LOCAL GOVERNMENT),77a84753-d238-4f5c-99b1-067fe1faa52c,n/a,Compulsory transfers to government (infrastructure and other) (1415E4),Payments to Improve the Infrastructure,2.323005676E7,EUR,Germany,DEU,2020,2020-01-01,"2020-12-31"
GOVERNMENT AGENCY FOR POLICY COORDINATION ON STATE PROPERTY,1c31d9b7-75c2-4532-9b67-3a51d1b132e0,mining,From state-owned enterprises (1412E1),Dividend on State Property,35287247000,MNT,Mongolia,MNG,2018,1/1/2018,"12/31/2018"
GUYANA GEOLOGY AND MINES COMMISSION (GGMC),66aa9b1e-58ad-44ad-8498-c2a780f9984b,mining,Royalties (1415E1),Royalties,38430990,GYD,Guyana,GUY,2018,1/1/2018,"12/31/2018"
GUYANA GEOLOGY AND MINES COMMISSION (GGMC),66aa9b1e-58ad-44ad-8498-c2a780f9984b,mining,Licence fees (114521E),Annual Licence Rental Charge,1066377464,GYD,Guyana,GUY,2018,1/1/2018,"12/31/2018"
GUYANA GEOLOGY AND MINES COMMISSION (GGMC),66aa9b1e-58ad-44ad-8498-c2a780f9984b,mining,Licence fees (114521E),License Fees,256825420,GYD,Guyana,GUY,2018,1/1/2018,"12/31/2018"
GUYANA GEOLOGY AND MINES COMMISSION (GGMC),66aa9b1e-58ad-44ad-8498-c2a780f9984b,mining,Royalties (1415E1),Application fees (Licence),1992880,GYD,Guyana,GUY,2018,1/1/2018,"12/31/2018"
GUYANA GEOLOGY AND MINES COMMISSION (GGMC),66aa9b1e-58ad-44ad-8498-c2a780f9984b,mining,Licence fees (114521E),Annual Training Fees,144031186,GYD,Guyana,GUY,2018,1/1/2018,"12/31/2018"
GUYANA GEOLOGY AND MINES COMMISSION (GGMC),66aa9b1e-58ad-44ad-8498-c2a780f9984b,mining,Royalties (1415E1),Annual assignment Fees,67748783,GYD,Guyana,GUY,2018,1/1/2018,"12/31/2018"
GUYANA GEOLOGY AND MINES COMMISSION (GGMC),66aa9b1e-58ad-44ad-8498-c2a780f9984b,mining,Other taxes payable by natural resource companies (116E),"Other material payment flows > GYD 1,000,000 (GGMC)",280556526,GYD,Guyana,GUY,2018,1/1/2018,"12/31/2018"
GUYANA GOLD BOARD (GGB),03d3c597-5db0-4495-8161-c92aba2a5cbd,mining,Royalties (1415E1),Royalties,4441580638,GYD,Guyana,GUY,2018,1/1/2018,"12/31/2018"
GUYANA GOLD BOARD (GGB),03d3c597-5db0-4495-8161-c92aba2a5cbd,mining,Administrative fees for government services (1422E),Admin fees,96130564,GYD,Guyana,GUY,2018,1/1/2018,"12/31/2018"
GUYANA GOLD BOARD (GGB),03d3c597-5db0-4495-8161-c92aba2a5cbd,mining,Other taxes payable by natural resource companies (116E),"Other material payment flows > GYD 1,000,000 (GGB)",5223660,GYD,Guyana,GUY,2018,1/1/2018,"12/31/2018"
GUYANA REVENUE AUTHORITY (GRA),775fc943-f856-4d7d-b301-bcf34ba65561,oil & gas,Taxes on property (113E),Carried Interest,1119904022,GHS,Ghana,GHA,2017,2017-01-01,"2017-12-31"
GUYANA REVENUE AUTHORITY (GRA),775fc943-f856-4d7d-b301-bcf34ba65561,oil & gas,Royalties (1415E1),Royalty,5.894231702E8,GHS,Ghana,GHA,2017,2017-01-01,"2017-12-31"
GUYANA REVENUE AUTHORITY (GRA),775fc943-f856-4d7d-b301-bcf34ba65561,oil & gas,From state-owned enterprises (1412E1),Participating Interest,4.521298894E8,GHS,Ghana,GHA,2017,2017-01-01,"2017-12-31"
GUYANA REVENUE AUTHORITY (GRA),775fc943-f856-4d7d-b301-bcf34ba65561,oil & gas,"Ordinary taxes on income, profits and capital gains (1112E1)",Corporate Tax,1.593501788E8,GHS,Ghana,GHA,2017,2017-01-01,"2017-12-31"
GUYANA REVENUE AUTHORITY (GRA),775fc943-f856-4d7d-b301-bcf34ba65561,oil & gas,Licence fees (114521E),Surface rental,944508.07,GHS,Ghana,GHA,2017,2017-01-01,"2017-12-31"
GUYANA REVENUE AUTHORITY (GRA),775fc943-f856-4d7d-b301-bcf34ba65561,oil & gas,From government participation (equity) (1412E2),Dividends,,GHS,Ghana,GHA,2017,2017-01-01,"2017-12-31"
GUYANA REVENUE AUTHORITY (GRA),775fc943-f856-4d7d-b301-bcf34ba65561,oil & gas,Royalties (1415E1),Gas Revenue,,GHS,Ghana,GHA,2017,2017-01-01,"2017-12-31"
GUYANA REVENUE AUTHORITY (GRA),775fc943-f856-4d7d-b301-bcf34ba65561,mining,"Ordinary taxes on income, profits and capital gains (1112E1)",Corporate Tax,7.238257001E8,GHS,Ghana,GHA,2017,2017-01-01,"2017-12-31"
GUYANA REVENUE AUTHORITY (GRA),775fc943-f856-4d7d-b301-bcf34ba65561,mining,Royalties (1415E1),Mineral Royalty,6.704912734E8,GHS,Ghana,GHA,2017,2017-01-01,"2017-12-31"
GUYANA REVENUE AUTHORITY (GRA),775fc943-f856-4d7d-b301-bcf34ba65561,oil & gas,Taxes on property (113E),Carried Interest,1777592864,GHS,Ghana,GHA,2018,2018-01-01,"2018-12-31"
GUYANA REVENUE AUTHORITY (GRA),775fc943-f856-4d7d-b301-bcf34ba65561,oil & gas,Royalties (1415E1),Royalty,1226675724,GHS,Ghana,GHA,2018,2018-01-01,"2018-12-31"
GUYANA REVENUE AUTHORITY (GRA),775fc943-f856-4d7d-b301-bcf34ba65561,oil & gas,From state-owned enterprises (1412E1),Participating Interest,7.548370875E8,GHS,Ghana,GHA,2018,2018-01-01,"2018-12-31"
GUYANA REVENUE AUTHORITY (GRA),775fc943-f856-4d7d-b301-bcf34ba65561,oil & gas,"Ordinary taxes on income, profits and capital gains (1112E1)",Corporate Tax,6.861261822E8,GHS,Ghana,GHA,2018,2018-01-01,"2018-12-31"
GUYANA REVENUE AUTHORITY (GRA),775fc943-f856-4d7d-b301-bcf34ba65561,oil & gas,Licence fees (114521E),Surface rental,723114.43,GHS,Ghana,GHA,2018,2018-01-01,"2018-12-31"
GUYANA REVENUE AUTHORITY (GRA),775fc943-f856-4d7d-b301-bcf34ba65561,oil & gas,From government participation (equity) (1412E2),Dividends,,GHS,Ghana,GHA,2018,2018-01-01,"2018-12-31"
GUYANA REVENUE AUTHORITY (GRA),775fc943-f856-4d7d-b301-bcf34ba65561,oil & gas,Royalties (1415E1),Gas Revenue,,GHS,Ghana,GHA,2018,2018-01-01,"2018-12-31"
GUYANA REVENUE AUTHORITY (GRA),775fc943-f856-4d7d-b301-bcf34ba65561,mining,"Ordinary taxes on income, profits and capital gains (1112E1)",Corporate Tax,8.775269924E8,GHS,Ghana,GHA,2018,2018-01-01,"2018-12-31"
GUYANA REVENUE AUTHORITY (GRA),775fc943-f856-4d7d-b301-bcf34ba65561,mining,Royalties (1415E1),Mineral Royalty,6.625613326E8,GHS,Ghana,GHA,2018,2018-01-01,"2018-12-31"
GUYANA REVENUE AUTHORITY (GRA),775fc943-f856-4d7d-b301-bcf34ba65561,oil & gas,Taxes on property (113E),Carried Interest,3.600318122E8,USD,Ghana,GHA,2019,2019-01-01,"2019-12-31"
GUYANA REVENUE AUTHORITY (GRA),775fc943-f856-4d7d-b301-bcf34ba65561,oil & gas,Royalties (1415E1),Royalty,2.367941561E8,USD,Ghana,GHA,2019,2019-01-01,"2019-12-31"
GUYANA REVENUE AUTHORITY (GRA),775fc943-f856-4d7d-b301-bcf34ba65561,oil & gas,From state-owned enterprises (1412E1),Participating Interest,1.459561252E8,USD,Ghana,GHA,2019,2019-01-01,"2019-12-31"
GUYANA REVENUE AUTHORITY (GRA),775fc943-f856-4d7d-b301-bcf34ba65561,oil & gas,"Ordinary taxes on income, profits and capital gains (1112E1)",Corporate Tax,182502882,USD,Ghana,GHA,2019,2019-01-01,"2019-12-31"
GUYANA REVENUE AUTHORITY (GRA),775fc943-f856-4d7d-b301-bcf34ba65561,oil & gas,Licence fees (114521E),Surface rental,732555,USD,Ghana,GHA,2019,2019-01-01,"2019-12-31"
GUYANA REVENUE AUTHORITY (GRA),775fc943-f856-4d7d-b301-bcf34ba65561,oil & gas,From government participation (equity) (1412E2),Dividends,,USD,Ghana,GHA,2019,2019-01-01,"2019-12-31"
GUYANA REVENUE AUTHORITY (GRA),775fc943-f856-4d7d-b301-bcf34ba65561,oil & gas,Royalties (1415E1),Gas Revenue,,USD,Ghana,GHA,2019,2019-01-01,"2019-12-31"
GUYANA REVENUE AUTHORITY (GRA),775fc943-f856-4d7d-b301-bcf34ba65561,mining,"Ordinary taxes on income, profits and capital gains (1112E1)",Corporate Tax,338362124,USD,Ghana,GHA,2019,2019-01-01,"2019-12-31"
GUYANA REVENUE AUTHORITY (GRA),775fc943-f856-4d7d-b301-bcf34ba65561,mining,Royalties (1415E1),Mineral Royalty,202385005,USD,Ghana,GHA,2019,2019-01-01,"2019-12-31"
GUYANA REVENUE AUTHORITY (GRA),775fc943-f856-4d7d-b301-bcf34ba65561,n/a,"Ordinary taxes on income, profits and capital gains (1112E1)",Capital Gains Tax,67645293,GYD,Guyana,GUY,2018,1/1/2018,"12/31/2018"
GUYANA REVENUE AUTHORITY (GRA),775fc943-f856-4d7d-b301-bcf34ba65561,n/a,Taxes on property (113E),Company Property Tax,421547440,GYD,Guyana,GUY,2018,1/1/2018,"12/31/2018"
GUYANA REVENUE AUTHORITY (GRA),775fc943-f856-4d7d-b301-bcf34ba65561,n/a,"Ordinary taxes on income, profits and capital gains (1112E1)",Corporation Tax,1389569291,GYD,Guyana,GUY,2018,1/1/2018,"12/31/2018"
GUYANA REVENUE AUTHORITY (GRA),775fc943-f856-4d7d-b301-bcf34ba65561,n/a,"Ordinary taxes on income, profits and capital gains (1112E1)",Individual Income Tax,129244281,GYD,Guyana,GUY,2018,1/1/2018,"12/31/2018"
GUYANA REVENUE AUTHORITY (GRA),775fc943-f856-4d7d-b301-bcf34ba65561,n/a,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Value Added Tax,363777694,GYD,Guyana,GUY,2018,1/1/2018,"12/31/2018"
GUYANA REVENUE AUTHORITY (GRA),775fc943-f856-4d7d-b301-bcf34ba65561,n/a,Customs and other import duties (1151E),Customs duty,610981251,GYD,Guyana,GUY,2018,1/1/2018,"12/31/2018"
GUYANA REVENUE AUTHORITY (GRA),775fc943-f856-4d7d-b301-bcf34ba65561,n/a,"Extraordinary taxes on income, profits and capital gains (1112E2)",Individual Property Tax,73122304,GYD,Guyana,GUY,2018,1/1/2018,"12/31/2018"
GUYANA REVENUE AUTHORITY (GRA),775fc943-f856-4d7d-b301-bcf34ba65561,n/a,Customs and other import duties (1151E),Excise tax,442645633,GYD,Guyana,GUY,2018,1/1/2018,"12/31/2018"
GUYANA REVENUE AUTHORITY (GRA),775fc943-f856-4d7d-b301-bcf34ba65561,n/a,Customs and other import duties (1151E),Stamp Duty (collected by customs),1433391,GYD,Guyana,GUY,2018,1/1/2018,"12/31/2018"
GUYANA REVENUE AUTHORITY (GRA),775fc943-f856-4d7d-b301-bcf34ba65561,n/a,Other taxes payable by natural resource companies (116E),"Other material payment flows > GYD 1,000,000 (GRA)",15623833,GYD,Guyana,GUY,2018,1/1/2018,"12/31/2018"
HER MAJESTY’S REVENUE AND CUSTOMS (HMRC),10966989-f1f5-4bcb-bded-1e1ba40feada,mining,"Ordinary taxes on income, profits and capital gains (1112E1)",Corporation Tax,3.285177109E7,GBP,United Kingdom,GBR,2018,2018-01-01,"2018-12-31"
HER MAJESTY’S REVENUE AND CUSTOMS (HMRC),10966989-f1f5-4bcb-bded-1e1ba40feada,oil & gas,"Extraordinary taxes on income, profits and capital gains (1112E2)",Ring Fence CT and Supplementary Charge (RFCT & SC),1938928680,GBP,United Kingdom,GBR,2018,2018-01-01,"2018-12-31"
HER MAJESTY’S REVENUE AND CUSTOMS (HMRC),10966989-f1f5-4bcb-bded-1e1ba40feada,oil & gas,"Extraordinary taxes on income, profits and capital gains (1112E2)",Petroleum Revenue Tax (PRT),-837756974,GBP,United Kingdom,GBR,2018,2018-01-01,"2018-12-31"
HER MAJESTY’S REVENUE AND CUSTOMS (HMRC),10966989-f1f5-4bcb-bded-1e1ba40feada,mining,"Ordinary taxes on income, profits and capital gains (1112E1)",Corporation Tax,4.801676529E7,GBP,United Kingdom,GBR,2019,2019-01-01,"2019-12-31"
HER MAJESTY’S REVENUE AND CUSTOMS (HMRC),10966989-f1f5-4bcb-bded-1e1ba40feada,oil & gas,"Ordinary taxes on income, profits and capital gains (1112E1)",Ring Fence CT and Supplementary Charge (RFCT & SC),1658374685,GBP,United Kingdom,GBR,2019,2019-01-01,"2019-12-31"
HER MAJESTY’S REVENUE AND CUSTOMS (HMRC),10966989-f1f5-4bcb-bded-1e1ba40feada,oil & gas,"Extraordinary taxes on income, profits and capital gains (1112E2)",Petroleum Revenue Tax (PRT),-310096175,GBP,United Kingdom,GBR,2019,2019-01-01,"2019-12-31"
HER MAJESTY’S REVENUE AND CUSTOMS (HMRC),10966989-f1f5-4bcb-bded-1e1ba40feada,mining,"Ordinary taxes on income, profits and capital gains (1112E1)",Corporation Tax,2.166139184E7,GBP,United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
HER MAJESTY’S REVENUE AND CUSTOMS (HMRC),10966989-f1f5-4bcb-bded-1e1ba40feada,oil & gas,"Ordinary taxes on income, profits and capital gains (1112E1)",Ring Fence CT and Supplementary Charge (RFCT & SC),578213066,GBP,United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
HER MAJESTY’S REVENUE AND CUSTOMS (HMRC),10966989-f1f5-4bcb-bded-1e1ba40feada,oil & gas,"Extraordinary taxes on income, profits and capital gains (1112E2)",Petroleum Revenue Tax (PRT),-445176091,GBP,United Kingdom,GBR,2020,2020-01-01,"2020-12-31"
INDUSTRIAL DEVELOPMENT CORPORATION,352d7567-bfec-4862-b542-f2b97d7ce77c,mining,From government participation (equity) (1412E2),Dividends (from ZCCM to IDC),6.920564167E7,ZMW,Zambia,ZMB,2018,2018-01-01,"2018-12-31"
INSTITUTE FOR MANAGEMENT OF STATE SHAREHOLDINGS,99b55b34-7ee9-46e4-a4ac-b88f1bdf384e,gas,From government participation (equity) (1412E2),Dividends,5.306489725E8,MZN,Mozambique,MOZ,2019,1/1/2019,"12/31/2019"
INTERNAL REVENUE DEPARTMENT (IRD),cd13dce2-4f4c-4a44-b6d0-fbc932c2680f,oil & gas,"Ordinary taxes on income, profits and capital gains (1112E1)",Corporate Income Tax,48487052582,MMK,Myanmar,MMR,2018,4/1/2017,"3/31/2018"
INTERNAL REVENUE DEPARTMENT (IRD),cd13dce2-4f4c-4a44-b6d0-fbc932c2680f,oil & gas,Administrative fees for government services (1422E),Stamp Duty,5063178,MMK,Myanmar,MMR,2018,4/1/2017,"3/31/2018"
INTERNAL REVENUE DEPARTMENT (IRD),cd13dce2-4f4c-4a44-b6d0-fbc932c2680f,other,"Ordinary taxes on income, profits and capital gains (1112E1)",Corporate Income Tax,184682167279,MMK,Myanmar,MMR,2018,4/1/2017,"3/31/2018"
INTERNAL REVENUE DEPARTMENT (IRD),cd13dce2-4f4c-4a44-b6d0-fbc932c2680f,mining,"Ordinary taxes on income, profits and capital gains (1112E1)",Corporate Income Tax,76717804951,MMK,Myanmar,MMR,2018,4/1/2017,"3/31/2018"
INTERNAL REVENUE DEPARTMENT (IRD),cd13dce2-4f4c-4a44-b6d0-fbc932c2680f,mining,"Ordinary taxes on income, profits and capital gains (1112E1)",Commercial Tax,27622685434,MMK,Myanmar,MMR,2018,4/1/2017,"3/31/2018"
INTERNAL REVENUE DEPARTMENT (IRD),cd13dce2-4f4c-4a44-b6d0-fbc932c2680f,mining,Taxes on property (113E),Capital Gains Tax,124425202,MMK,Myanmar,MMR,2018,4/1/2017,"3/31/2018"
INTERNAL REVENUE DEPARTMENT (IRD),cd13dce2-4f4c-4a44-b6d0-fbc932c2680f,mining,Administrative fees for government services (1422E),Stamp Duties,12451400,MMK,Myanmar,MMR,2018,4/1/2017,"3/31/2018"
INTERNAL REVENUE DEPARTMENT (IRD),cd13dce2-4f4c-4a44-b6d0-fbc932c2680f,mining,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Specific Goods Tax,16020157087,MMK,Myanmar,MMR,2018,4/1/2017,"3/31/2018"
KAHAMA TOWN COUNCIL,f6dfccf5-4080-4a5a-820c-166d7ea36d3f,other,"Ordinary taxes on income, profits and capital gains (1112E1)",Service Levy,1379904933,TZS,Tanzania,TZA,2018,2017-07-01,"2018-06-30"
KINONDONI MUNICIPAL COUNCIL,63c9acff-8ba5-4462-8647-5dfdfad5ce9f,other,"Ordinary taxes on income, profits and capital gains (1112E1)",Service Levy,40361874,TZS,Tanzania,TZA,2018,2017-07-01,"2018-06-30"
KINONDONI MUNICIPAL COUNCIL,63c9acff-8ba5-4462-8647-5dfdfad5ce9f,other,Other taxes payable by natural resource companies (116E),"Other Local Taxes, Fees and Levies",7313000,TZS,Tanzania,TZA,2018,2017-07-01,"2018-06-30"
KISHAPU DISTRICT COUNCIL,a5258b3b-14b6-44bc-b536-63b623e94626,other,"Ordinary taxes on income, profits and capital gains (1112E1)",Service Levy,369685528,TZS,Tanzania,TZA,2018,2017-07-01,"2018-06-30"
KISHAPU DISTRICT COUNCIL,a5258b3b-14b6-44bc-b536-63b623e94626,other,Other taxes payable by natural resource companies (116E),"Other Local Taxes, Fees and Levies",,TZS,Tanzania,TZA,2018,2017-07-01,"2018-06-30"
KURDISTAN REGIONAL GOVERNMENT (KRG),4bb1ba75-0473-47b7-b17c-6bbfa99b48a2,oil,Sales of goods and services by government units (1421E),Crude Oil Export Sales (KRG),7720297020,USD,Iraq,IRQ,2018,1/1/2018,"12/31/2018"
LES DELEGATIONS SPECIALES DES COMMUNES ET PREFECTURES DE 15 LOCALITES MINIERES,0fd4e5ba-844d-44a9-852e-c21e62fe4113,mining,Other taxes payable by natural resource companies (116E),Paiements directs aux communes et aux prefectures,,XOF,Togo,TGO,2017,2017-01-01,"2017-12-31"
LIBERIA CIVIL AVIATION AUTHORITY (LCAA),7b8238f8-009a-44cd-a2b5-c4e010be5941,all sectors,Administrative fees for government services (1422E),Aircraft Inspection Fees,8680,USD,Liberia,LBR,2018,7/1/2017,"6/30/2018"
LIBERIA CIVIL AVIATION AUTHORITY (LCAA),7b8238f8-009a-44cd-a2b5-c4e010be5941,agriculture,Other taxes payable by natural resource companies (116E),Aviation development Fees,8200,USD,Liberia,LBR,2019,7/1/2018,"6/30/2019"
LIBERIA CIVIL AVIATION AUTHORITY (LCAA),7b8238f8-009a-44cd-a2b5-c4e010be5941,agriculture,Administrative fees for government services (1422E),Local inspection Fees,1200,USD,Liberia,LBR,2019,7/1/2018,"6/30/2019"
LIBERIA CIVIL AVIATION AUTHORITY (LCAA),7b8238f8-009a-44cd-a2b5-c4e010be5941,agriculture,Administrative fees for government services (1422E),Temporary air service Permit,1800,USD,Liberia,LBR,2019,7/1/2018,"6/30/2019"
LIBERIA REVENUE AUTHORITY (LRA),9ffb9f57-9009-442a-b489-8c49e7ac5781,all sectors,Bonuses (1415E2),Signature Fees/Signing Bonus,900,USD,Liberia,LBR,2018,7/1/2017,"6/30/2018"
LIBERIA REVENUE AUTHORITY (LRA),9ffb9f57-9009-442a-b489-8c49e7ac5781,all sectors,"Ordinary taxes on income, profits and capital gains (1112E1)",Corporate Profits Tax / Turnover Tax,2948121,USD,Liberia,LBR,2018,7/1/2017,"6/30/2018"
LIBERIA REVENUE AUTHORITY (LRA),9ffb9f57-9009-442a-b489-8c49e7ac5781,all sectors,Other taxes payable by natural resource companies (116E),Annual Social Contribution (County & Community),1606000,USD,Liberia,LBR,2018,7/1/2017,"6/30/2018"
LIBERIA REVENUE AUTHORITY (LRA),9ffb9f57-9009-442a-b489-8c49e7ac5781,all sectors,Customs and other import duties (1151E),Customs user fees,1725097,USD,Liberia,LBR,2018,7/1/2017,"6/30/2018"
LIBERIA REVENUE AUTHORITY (LRA),9ffb9f57-9009-442a-b489-8c49e7ac5781,all sectors,Other taxes payable by natural resource companies (116E),Contribution via GOL to University Depts (UL etc.),100000,USD,Liberia,LBR,2018,7/1/2017,"6/30/2018"
LIBERIA REVENUE AUTHORITY (LRA),9ffb9f57-9009-442a-b489-8c49e7ac5781,all sectors,Customs and other import duties (1151E),ECOWAS Trade Levy (ETL),903247,USD,Liberia,LBR,2018,7/1/2017,"6/30/2018"
LIBERIA REVENUE AUTHORITY (LRA),9ffb9f57-9009-442a-b489-8c49e7ac5781,all sectors,Customs and other import duties (1151E),Import Levy,1291039,USD,Liberia,LBR,2018,7/1/2017,"6/30/2018"
LIBERIA REVENUE AUTHORITY (LRA),9ffb9f57-9009-442a-b489-8c49e7ac5781,all sectors,"Fines, penalties, and forfeits (143E)",GOL Fines,59223,USD,Liberia,LBR,2018,7/1/2017,"6/30/2018"
LIBERIA REVENUE AUTHORITY (LRA),9ffb9f57-9009-442a-b489-8c49e7ac5781,all sectors,Other taxes payable by natural resource companies (116E),Work Permit Fee,1203258,USD,Liberia,LBR,2018,7/1/2017,"6/30/2018"
LIBERIA REVENUE AUTHORITY (LRA),9ffb9f57-9009-442a-b489-8c49e7ac5781,all sectors,Motor vehicle taxes (11451E),Vehicle Registration Fee,837230,USD,Liberia,LBR,2018,7/1/2017,"6/30/2018"
LIBERIA REVENUE AUTHORITY (LRA),9ffb9f57-9009-442a-b489-8c49e7ac5781,all sectors,Other taxes payable by natural resource companies (116E),Resident Permit Fee,985988,USD,Liberia,LBR,2018,7/1/2017,"6/30/2018"
LIBERIA REVENUE AUTHORITY (LRA),9ffb9f57-9009-442a-b489-8c49e7ac5781,all sectors,Administrative fees for government services (1422E),Other administrative fees,534823,USD,Liberia,LBR,2018,7/1/2017,"6/30/2018"
LIBERIA REVENUE AUTHORITY (LRA),9ffb9f57-9009-442a-b489-8c49e7ac5781,all sectors,Other taxes payable by natural resource companies (116E),Pre-Shipment / Destination Inspection (GOL's share),,USD,Liberia,LBR,2018,7/1/2017,"6/30/2018"
LIBERIA REVENUE AUTHORITY (LRA),9ffb9f57-9009-442a-b489-8c49e7ac5781,all sectors,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",GST,1216395,USD,Liberia,LBR,2018,7/1/2017,"6/30/2018"
LIBERIA REVENUE AUTHORITY (LRA),9ffb9f57-9009-442a-b489-8c49e7ac5781,all sectors,From state-owned enterprises (1412E1),Dividends to GOL,31387,USD,Liberia,LBR,2018,7/1/2017,"6/30/2018"
LIBERIA REVENUE AUTHORITY (LRA),9ffb9f57-9009-442a-b489-8c49e7ac5781,mining; oil & gas; agriculture,Other rent payments (1415E5),Surface rental,2885477,USD,Liberia,LBR,2018,7/1/2017,"6/30/2018"
LIBERIA REVENUE AUTHORITY (LRA),9ffb9f57-9009-442a-b489-8c49e7ac5781,mining,Royalties (1415E1),Royalty,8652474,USD,Liberia,LBR,2018,7/1/2017,"6/30/2018"
LIBERIA REVENUE AUTHORITY (LRA),9ffb9f57-9009-442a-b489-8c49e7ac5781,mining,Licence fees (114521E),Minerals License fees,801132,USD,Liberia,LBR,2018,7/1/2017,"6/30/2018"
LIBERIA REVENUE AUTHORITY (LRA),9ffb9f57-9009-442a-b489-8c49e7ac5781,mining,Other taxes payable by natural resource companies (116E),Scientific Research Fund,104000,USD,Liberia,LBR,2018,7/1/2017,"6/30/2018"
LIBERIA REVENUE AUTHORITY (LRA),9ffb9f57-9009-442a-b489-8c49e7ac5781,forestry,Other taxes payable by natural resource companies (116E),Auction Fee,,USD,Liberia,LBR,2018,7/1/2017,"6/30/2018"
LIBERIA REVENUE AUTHORITY (LRA),9ffb9f57-9009-442a-b489-8c49e7ac5781,forestry,Other taxes payable by natural resource companies (116E),Stumpage fees,2660978,USD,Liberia,LBR,2018,7/1/2017,"6/30/2018"
LIBERIA REVENUE AUTHORITY (LRA),9ffb9f57-9009-442a-b489-8c49e7ac5781,forestry,Other taxes payable by natural resource companies (116E),Bid Premium,49487,USD,Liberia,LBR,2018,7/1/2017,"6/30/2018"
LIBERIA REVENUE AUTHORITY (LRA),9ffb9f57-9009-442a-b489-8c49e7ac5781,forestry,Taxes on exports (1152E),Log Export Fees,2588017,USD,Liberia,LBR,2018,7/1/2017,"6/30/2018"
LIBERIA REVENUE AUTHORITY (LRA),9ffb9f57-9009-442a-b489-8c49e7ac5781,forestry,Other taxes payable by natural resource companies (116E),Chain of Custody Management Fee (PSI),1,USD,Liberia,LBR,2018,7/1/2017,"6/30/2018"
LIBERIA REVENUE AUTHORITY (LRA),9ffb9f57-9009-442a-b489-8c49e7ac5781,forestry,Other rent payments (1415E5),Area Fee,390898,USD,Liberia,LBR,2018,7/1/2017,"6/30/2018"
LIBERIA REVENUE AUTHORITY (LRA),9ffb9f57-9009-442a-b489-8c49e7ac5781,forestry,Other taxes payable by natural resource companies (116E),Forest Product Fee (processed materials),,USD,Liberia,LBR,2018,7/1/2017,"6/30/2018"
LIBERIA REVENUE AUTHORITY (LRA),9ffb9f57-9009-442a-b489-8c49e7ac5781,forestry,Other taxes payable by natural resource companies (116E),Sawmill Permit Fees,,USD,Liberia,LBR,2018,7/1/2017,"6/30/2018"
LIBERIA REVENUE AUTHORITY (LRA),9ffb9f57-9009-442a-b489-8c49e7ac5781,forestry,Other taxes payable by natural resource companies (116E),Non Timber Forest Products (local & export collections),,USD,Liberia,LBR,2018,7/1/2017,"6/30/2018"
