index,Company,Revenue value,original_company_name,OpenCorporatesID,company_relation,Project name,Government entity,Revenue stream name,Levied on project (Y/N),Reported by project (Y/N),Reporting currency,Payment made in-kind (Y/N),In-kind volume (if applicable),Unit (if applicable),Comments,Country,ISO Code,iso_code2,Year,Start Date,End Date,Company type,Company ID number,Sector,Commodities (comma-seperated),Stock exchange listing or company website,"Audited financial statement (or balance sheet, cash flows, profit/loss statement if unavailable)",Payments to Governments Report,Country2,ISO Code 2,Year2,Start Date 2,End Date 2
2411_part3,EQUINOR ENERGY AS,,,,,,,,,,,,,,,,,,,,,State-owned enterprises & public corporations,990888213,Oil & Gas,"Oil, Gas, Condensates",,,"92,536,842,920.00",Norway,NOR,2019,1/1/2019,"12/31/2019"
2412_part3,EXXONMOBIL EXPL. AND PROD. NORWAY AS,,,,,,,,,,,,,,,,,,,,,Private,914048990,Oil & Gas,"Oil, Gas, Condensates",,,"12,194,719,280.00",Norway,NOR,2019,1/1/2019,"12/31/2019"
2413_part3,FORTIS PETROLEUM NORWAY AS,,,,,,,,,,,,,,,,,,,,,Private,990554382,Oil & Gas,"Oil, Gas, Condensates",,,"-56,427,660.00",Norway,NOR,2019,1/1/2019,"12/31/2019"
2414_part3,IDEMITSU PETROLEUM NORGE AS,,,,,,,,,,,,,,,,,,,,,Private,953133210,Oil & Gas,"Oil, Gas, Condensates",,,"1,377,393,950.00",Norway,NOR,2019,1/1/2019,"12/31/2019"
2415_part3,INEOS E&P NORGE AS,,,,,,,,,,,,,,,,,,,,,Private,931713671,Oil & Gas,"Oil, Gas, Condensates",,,"2,616,497,620.00",Norway,NOR,2019,1/1/2019,"12/31/2019"
2416_part3,INPEX NORGE AS,,,,,,,,,,,,,,,,,,,,,Private,913120981,Oil & Gas,"Oil, Gas, Condensates",,,"-114,939,410.00",Norway,NOR,2019,1/1/2019,"12/31/2019"
2417_part3,LIME PETROLEUM AS,,,,,,,,,,,,,,,,,,,,,Private,998726441,Oil & Gas,"Oil, Gas, Condensates",,,"-253,388,660.00",Norway,NOR,2019,1/1/2019,"12/31/2019"
2418_part3,LOTOS EXPL. AND PROD. NORGE AS,,,,,,,,,,,,,,,,,,,,,Private,991735194,Oil & Gas,"Oil, Gas, Condensates",,,"753,607,960.00",Norway,NOR,2019,1/1/2019,"12/31/2019"
2419_part3,LUKOIL OVERSEAS NORTH SHELF AS,,,,,,,,,,,,,,,,,,,,,Private,998152550,Oil & Gas,"Oil, Gas, Condensates",,,"-50,029,070.00",Norway,NOR,2019,1/1/2019,"12/31/2019"
2420_part3,LUNDIN ENERGY NORWAY AS,,,,,,,,,,,,,,,,,,,,,Private,986209409,Oil & Gas,"Oil, Gas, Condensates",,,"1,361,908,930.00",Norway,NOR,2019,1/1/2019,"12/31/2019"
2421_part3,M VEST ENERGY AS,,,,,,,,,,,,,,,,,,,,,Private,916358857,Oil & Gas,"Oil, Gas, Condensates",,,"-54,886,350.00",Norway,NOR,2019,1/1/2019,"12/31/2019"
2422_part3,MOECO OIL & GAS NORGE AS,,,,,,,,,,,,,,,,,,,,,Private,998516048,Oil & Gas,"Oil, Gas, Condensates",,,"-43,069,600.00",Norway,NOR,2019,1/1/2019,"12/31/2019"
2423_part3,MOL NORGE AS,,,,,,,,,,,,,,,,,,,,,Private,988120545,Oil & Gas,"Oil, Gas, Condensates",,,"-231,975,460.00",Norway,NOR,2019,1/1/2019,"12/31/2019"
2424_part3,NEPTUNE ENERGY NORGE AS,,,,,,,,,,,,,,,,,,,,,Private,983426417,Oil & Gas,"Oil, Gas, Condensates",,,"3,376,631,410.00",Norway,NOR,2019,1/1/2019,"12/31/2019"
2425_part3,NORPIPE OIL AS,,,,,,,,,,,,,,,,,,,,,Private,975871932,Oil & Gas,"Oil, Gas, Condensates",,,"107,991,930.00",Norway,NOR,2019,1/1/2019,"12/31/2019"
2426_part3,NORTH SEA INFRASTRUCTURE AS,,,,,,,,,,,,,,,,,,,,,Private,918500863,Oil & Gas,"Oil, Gas, Condensates",,,"2,199,990.00",Norway,NOR,2019,1/1/2019,"12/31/2019"
2427_part3,OKEA ASA,,,,,,,,,,,,,,,,,,,,,Private,915419062,Oil & Gas,"Oil, Gas, Condensates",,,"261,083,590.00",Norway,NOR,2019,1/1/2019,"12/31/2019"
2428_part3,OMV (NORGE) AS,,,,,,,,,,,,,,,,,,,,,Private,988400025,Oil & Gas,"Oil, Gas, Condensates",,,"3,972,666,180.00",Norway,NOR,2019,1/1/2019,"12/31/2019"
2429_part3,ONE-DYAS NORGE AS,,,,,,,,,,,,,,,,,,,,,Private,918092781,Oil & Gas,"Oil, Gas, Condensates",,,"-144,857,930.00",Norway,NOR,2019,1/1/2019,"12/31/2019"
2430_part3,PANDION ENERGY AS,,,,,,,,,,,,,,,,,,,,,Private,918175334,Oil & Gas,"Oil, Gas, Condensates",,,"-78,796,430.00",Norway,NOR,2019,1/1/2019,"12/31/2019"
2431_part3,PETROLIA NOCO AS,,,,,,,,,,,,,,,,,,,,,Private,997015231,Oil & Gas,"Oil, Gas, Condensates",,,"-55,530,300.00",Norway,NOR,2019,1/1/2019,"12/31/2019"
2432_part3,PGNIG UPSTREAM NORWAY AS,,,,,,,,,,,,,,,,,,,,,Private,991317155,Oil & Gas,"Oil, Gas, Condensates",,,"1,869,469,030.00",Norway,NOR,2019,1/1/2019,"12/31/2019"
2433_part3,REPSOL NORGE AS,,,,,,,,,,,,,,,,,,,,,Private,993787787,Oil & Gas,"Oil, Gas, Condensates",,,"423,089,920.00",Norway,NOR,2019,1/1/2019,"12/31/2019"
2434_part3,RN NORDIC OIL AS,,,,,,,,,,,,,,,,,,,,,Private,998433223,Oil & Gas,"Oil, Gas, Condensates",,,"-81,527,870.00",Norway,NOR,2019,1/1/2019,"12/31/2019"
2435_part3,SILEX GAS NORWAY AS,,,,,,,,,,,,,,,,,,,,,Private,996739910,Oil & Gas,"Oil, Gas, Condensates",,,"774,376,710.00",Norway,NOR,2019,1/1/2019,"12/31/2019"
2436_part3,SKAGEN44 AS,,,,,,,,,,,,,,,,,,,,,Private,989795767,Oil & Gas,"Oil, Gas, Condensates",,,"-36,303,740.00",Norway,NOR,2019,1/1/2019,"12/31/2019"
2437_part3,SOURCE ENERGY AS,,,,,,,,,,,,,,,,,,,,,Private,919886080,Oil & Gas,"Oil, Gas, Condensates",,,"-16,178,950.00",Norway,NOR,2019,1/1/2019,"12/31/2019"
2438_part3,SPIRIT ENERGY,,,,,,,,,,,,,,,,,,,,,Private,989726242,Oil & Gas,"Oil, Gas, Condensates",,,"1,027,492,010.00",Norway,NOR,2019,1/1/2019,"12/31/2019"
2439_part3,SPIRIT ENERGY NORWAY AS,,,,,,,,,,,,,,,,,,,,,Private,919603771,Oil & Gas,"Oil, Gas, Condensates",,,"1,196,983,270.00",Norway,NOR,2019,1/1/2019,"12/31/2019"
2440_part3,SUNCOR ENERGY NORGE AS,,,,,,,,,,,,,,,,,,,,,Private,989362100,Oil & Gas,"Oil, Gas, Condensates",,,"-232,066,840.00",Norway,NOR,2019,1/1/2019,"12/31/2019"
2441_part3,SVAL ENERGI AS,,,,,,,,,,,,,,,,,,,,,Private,996888177,Oil & Gas,"Oil, Gas, Condensates",,,"2,108,825,450.00",Norway,NOR,2019,1/1/2019,"12/31/2019"
2442_part3,TOTAL E&P NORGE AS,,,,,,,,,,,,,,,,,,,,,Private,927066440,Oil & Gas,"Oil, Gas, Condensates",,,"9,276,739,930.00",Norway,NOR,2019,1/1/2019,"12/31/2019"
2443_part3,TULLOW OIL NORGE AS,,,,,,,,,,,,,,,,,,,,,Private,991870830,Oil & Gas,"Oil, Gas, Condensates",,,"-340,340,370.00",Norway,NOR,2019,1/1/2019,"12/31/2019"
2444_part3,TYR EXPLORATION AS,,,,,,,,,,,,,,,,,,,,,Private,917014876,Oil & Gas,"Oil, Gas, Condensates",,,"-29,942,860.00",Norway,NOR,2019,1/1/2019,"12/31/2019"
2445_part3,VÅR ENERGI AS,,,,,,,,,,,,,,,,,,,,,Private,919160675,Oil & Gas,"Oil, Gas, Condensates",,,"1,974,003,290.00",Norway,NOR,2019,1/1/2019,"12/31/2019"
2446_part3,WELLESLEY PETROLEUM AS,,,,,,,,,,,,,,,,,,,,,Private,913561473,Oil & Gas,"Oil, Gas, Condensates",,,"-995,829,040.00",Norway,NOR,2019,1/1/2019,"12/31/2019"
2447_part3,WINTERSHALL DEA NORGE AS,,,,,,,,,,,,,,,,,,,,,Private,985224323,Oil & Gas,"Oil, Gas, Condensates",,,"2,331,641,790.00",Norway,NOR,2019,1/1/2019,"12/31/2019"
2448_part3,OTHER COMPANIER - NON-RIGHT HOLDERS,,,,,,,,,,,,,,,,,,,,,Private,,Oil & Gas,"Oil, Gas, Condensates",,,"667,520,000.00",Norway,NOR,2019,1/1/2019,"12/31/2019"
2449_part3,PETORO/SDFI,,,,,,,,,,,,,,,,,,,,,State-owned enterprises & public corporations,983382355,Oil & Gas,"Oil, Gas, Condensates",,,"96,478,000,000.00",Norway,NOR,2019,1/1/2019,"12/31/2019"
2450_part3,SOCIÉTÉ MAURITANIENNE DES HYDROCARBURES ET DU PATRIMOINE MINIER (SMHPM),,,,,,,,,,,,,,,,,,,,,,82859,Oil & Gas,"Oil, Gas, Condensates",http://w3.smhpm.mr/fr2/,http://w3.smhpm.mr/fr2/index.php/etats-financiers,"4,508,588,732.55",Mauritania,MRT,2017,1/1/2017,"12/31/2017"
2451_part3,PETRONAS,,,,,,,,,,,,,,,,,,,,,,50500018,Oil & Gas,Oil,,,"1,025,916,808.51",Mauritania,MRT,2017,1/1/2017,"12/31/2017"
2452_part3,SONATRACH (SIPEX),,,,,,,,,,,,,,,,,,,,,,,Oil & Gas,"Oil, Gas, Condensates",,,"83,339,685.00",Mauritania,MRT,2017,1/1/2017,"12/31/2017"
2453_part3,TOTAL E&P,,,,,,,,,,,,,,,,,,,,,,"90300075
90300067
492751
455386
30300059",Oil & Gas,Gas,https://www.total.com/en/mauritania,,"4,185,282,217.08",Mauritania,MRT,2017,1/1/2017,"12/31/2017"
2454_part3,TULLOW OIL,,,,,,,,,,,,,,,,,,,,,,20300398,Oil & Gas,Gas,https://www.tullowoil.com/operations/new-ventures/mauritania,,"5,017,457,737.24",Mauritania,MRT,2017,1/1/2017,"12/31/2017"
2455_part3,KOSMOS ENERGY,,,,,,,,,,,,,,,,,,,,,,90300133,Oil & Gas,Gas,https://www.kosmosenergy.com/mauritania/,,"6,286,087,041.03",Mauritania,MRT,2017,1/1/2017,"12/31/2017"
2456_part3,BP,,,,,,,,,,,,,,,,,,,,,,409136,Oil & Gas,Gas,https://www.bp.com/en/global/corporate/what-we-do/bp-worldwide/bp-in-mauritania.html,,,Mauritania,MRT,2017,1/1/2017,"12/31/2017"
2457_part3,EXXONMOBIL,,,,,,,,,,,,,,,,,,,,,,"510651
510669
510677",Oil & Gas,Gas,,,,Mauritania,MRT,2017,1/1/2017,"12/31/2017"
2458_part3,SOCIÉTÉ NATIONALE INDUSTRIELLE ET MINIÈRE (SNIM),,,,,,,,,,,,,,,,,,,,,,30300075,Mining,Fer,www.snim.com,https://www.snim.com/index.php/news-a-media/publications.html,"24,472,072,909.03",Mauritania,MRT,2017,1/1/2017,"12/31/2017"
2459_part3,MCM,,,,,,,,,,,,,,,,,,,,,,30300067,Mining,"Cuivre, Or",https://www.mcmnews.com/English/Home/default.aspx,,"6,694,157,538.90",Mauritania,MRT,2017,1/1/2017,"12/31/2017"
2460_part3,TASIAST MAURITANIE LTD SA,,,,,,,,,,,,,,,,,,,,,,30300026,Mining,Or,https://www.kinrosstasiast.mr/tasiast-mauritanie/default.aspx,,"14,098,844,494.82",Mauritania,MRT,2017,1/1/2017,"12/31/2017"
2461_part3,MAURITANIE RESSOURCES LIMITED SARL,,,,,,,,,,,,,,,,,,,,,,,Mining,Fer,,,"9,280,000.00",Mauritania,MRT,2017,1/1/2017,"12/31/2017"
2462_part3,SPHERE MAURITANIA SA,,,,,,,,,,,,,,,,,,,,,,30300158,Mining,Fer et substance connexes,,,"49,541,822.00",Mauritania,MRT,2017,1/1/2017,"12/31/2017"
2463_part3,TAFOLI MINERALS,,,,,,,,,,,,,,,,,,,,,,62901,Mining,NC,,,"59,940,000.00",Mauritania,MRT,2017,1/1/2017,"12/31/2017"
2464_part3,AURA ENERGY LIMITED,,,,,,,,,,,,,,,,,,,,,,ABN 62115927681,Mining,NC,,,"12,182,056.00",Mauritania,MRT,2017,1/1/2017,"12/31/2017"
2465_part3,SOCIÉTÉ D’EXTRACTION DU NORD D’INCHIRI SA (SENI SA),,,,,,,,,,,,,,,,,,,,,,30300023,Mining,Or,,,"66,968,124.00",Mauritania,MRT,2017,1/1/2017,"12/31/2017"
2466_part3,FERROQUARTZ MAURITANIA,,,,,,,,,,,,,,,,,,,,,,336453,Mining,Quartz,,,"21,903,545.00",Mauritania,MRT,2017,1/1/2017,"12/31/2017"
2467_part3,TIREX SA,,,,,,,,,,,,,,,,,,,,,,,Mining,NC,,,"41,846,459.00",Mauritania,MRT,2017,1/1/2017,"12/31/2017"
2468_part3,EL AOUJ MINING COMPANY SA,,,,,,,,,,,,,,,,,,,,,,30300497,Mining,Fer,,,"27,110,903.00",Mauritania,MRT,2017,1/1/2017,"12/31/2017"
2469_part3,AGRINEQ SA,,,,,,,,,,,,,,,,,,,,,,,Mining,Quartz,http://www.agrineq.com/,,"1,887,653,810.00",Mauritania,MRT,2017,1/1/2017,"12/31/2017"
2470_part3,WAFA MINING & PETROLEUM SA,,,,,,,,,,,,,,,,,,,,,,641639,Mining,NC,http://www.wmp.mr/,,"25,916,000.00",Mauritania,MRT,2017,1/1/2017,"12/31/2017"
2471_part3,CURVE CAPITAL VENTURE,,,,,,,,,,,,,,,,,,,,,,20300067,Mining,Quartz,,,,Mauritania,MRT,2017,1/1/2017,"12/31/2017"
2472_part3,MAURITANO-SAOUDEINNE POUR LE PHOSPHATE,,,,,,,,,,,,,,,,,,,,,,,Mining,NC,http://msphosphate.com/,,,Mauritania,MRT,2017,1/1/2017,"12/31/2017"
2473_part3,GOUNKOTO,,,,,,,,,,,,,,,,,,,,,Private,087800766A,Mining,Gold,Nc,Yes,"48,530,529,818.00",Mali,MLI,2017,1/1/2017,"12/31/2017"
2474_part3,MORILA,,,,,,,,,,,,,,,,,,,,,Private,0878 00368L,Mining,Mining products,NASDAQ (Gold),Yes,"13,193,286,428.00",Mali,MLI,2017,1/1/2017,"12/31/2017"
2475_part3,NAMPALA,,,,,,,,,,,,,,,,,,,,,Private,087800776J,Mining,Gold,Bourse de Francfort,Yes,"2,765,450,447.00",Mali,MLI,2017,1/1/2017,"12/31/2017"
2476_part3,SEMICO,,,,,,,,,,,,,,,,,,,,,Private,087800378X,Mining,Mining products,N/A,Yes,"35,773,321,365.00",Mali,MLI,2017,1/1/2017,"12/31/2017"
2477_part3,SEMOS,,,,,,,,,,,,,,,,,,,,,Private,087800209E,Mining,Gold,Johannesburg et Toronto,Yes,"25,357,237,979.00",Mali,MLI,2017,1/1/2017,"12/31/2017"
2478_part3,SMK,,,,,,,,,,,,,,,,,,,,,Private,087800828P,Mining,Mining products,Nc,Yes,"193,491,422.00",Mali,MLI,2017,1/1/2017,"12/31/2017"
2479_part3,SOMIKA,,,,,,,,,,,,,,,,,,,,,Private,087800504A,Mining,Gold,Toronto,Yes,"1,683,442,413.00",Mali,MLI,2017,1/1/2017,"12/31/2017"
2480_part3,SOMILO,,,,,,,,,,,,,,,,,,,,,Private,087800300L,Mining,Gold,Nc,Yes,"108,906,362,663.00",Mali,MLI,2017,1/1/2017,"12/31/2017"
2481_part3,SOMISY,,,,,,,,,,,,,,,,,,,,,Private,087800040B,Mining,Mining products,ASX (Australian Securities Exchange),Yes,"40,516,279,525.00",Mali,MLI,2017,1/1/2017,"12/31/2017"
2482_part3,WASSOULOU,,,,,,,,,,,,,,,,,,,,,Private,087800492H,Mining,Mining products,Nc,Yes,"1,502,474,942.00",Mali,MLI,2017,1/1/2017,"12/31/2017"
2483_part3,YATELA,,,,,,,,,,,,,,,,,,,,,Private,087800382N,Mining,Gold,Johannesburg et Toronto,Yes,"1,309,913,399.00",Mali,MLI,2017,1/1/2017,"12/31/2017"
2484_part3,FEKOLA,,,,,,,,,,,,,,,,,,,,,Private,087800848K,Mining,Mining products,Nc,Yes,"20,080,857,291.00",Mali,MLI,2017,1/1/2017,"12/31/2017"
2485_part3,RAZEL MALI,,,,,,,,,,,,,,,,,,,,,Private,087800709Y,Mining,Quarry products,N/A,Yes,"278,334,267.00",Mali,MLI,2017,1/1/2017,"12/31/2017"
2486_part3,SOCARCO,,,,,,,,,,,,,,,,,,,,,Private,087800500E,Mining,Quarry products,N/A,Yes,"1,211,086,270.00",Mali,MLI,2017,1/1/2017,"12/31/2017"
2487_part3,CMM,,,,,,,,,,,,,,,,,,,,,Private,081102335F,Mining,Cement (distribution),N/A,Yes,"606,053,086.00",Mali,MLI,2017,1/1/2017,"12/31/2017"
2488_part3,DIAMOND CEMENT,,,,,,,,,,,,,,,,,,,,,Private,081104190G,Mining,Cement,N/A,Yes,"1,576,201,795.00",Mali,MLI,2017,1/1/2017,"12/31/2017"
2489_part3,EMM,,,,,,,,,,,,,,,,,,,,,Private,087800054F,Mining,Water,N/A,Yes,"1,429,403,074.00",Mali,MLI,2017,1/1/2017,"12/31/2017"
2490_part3,RANDGOLD,,,,,,,,,,,,,,,,,,,,,Private,087800180A,Mining,Mining products,NASDAQ,Yes,"1,272,300,885.00",Mali,MLI,2017,1/1/2017,"12/31/2017"
2491_part3,IAMGOLD,,,,,,,,,,,,,,,,,,,,,Private,087800681E,Mining,Mining products,Toronto,Yes,"273,444,016.00",Mali,MLI,2017,1/1/2017,"12/31/2017"
2492_part3,NEVSUN,,,,,,,,,,,,,,,,,,,,,Private,087800533T,Mining,Gold,Nc,Yes,"158,099,239.00",Mali,MLI,2017,1/1/2017,"12/31/2017"
2493_part3,MMR,,,,,,,,,,,,,,,,,,,,,Private,087800566G,Mining,Exploration,N/A,Yes,"54,061,703.00",Mali,MLI,2017,1/1/2017,"12/31/2017"
2494_part3,KOFI.SA,,,,,,,,,,,,,,,,,,,,,Private,081127797Y,Mining,Mining products,N/A,Yes,"4,558,360,944.00",Mali,MLI,2017,1/1/2017,"12/31/2017"
2495_part3,SOMIFI.SA,,,,,,,,,,,,,,,,,,,,,Private,087800795T,Mining,Mining products,ASX (Australian Securities Exchange),Yes,"41,819,428.00",Mali,MLI,2017,1/1/2017,"12/31/2017"
2496_part3,PETROMA,,,,,,,,,,,,,,,,,,,,,Private,087800617C,Oil,Oil exploration,Nc,Yes,"474,389,621.00",Mali,MLI,2017,1/1/2017,"12/31/2017"
2497_part3,GOUNKOTO,,,,,,,,,,,,,,,,,,,,,Private,087800766A,Mining,Gold,Nc,Yes,"43,551,604,391.00",Mali,MLI,2018,1/1/2018,"12/31/2018"
2498_part3,MORILA,,,,,,,,,,,,,,,,,,,,,Private,0878 00368L,Mining,Mining products,NASDAQ (Gold),Yes,"7,900,558,338.00",Mali,MLI,2018,1/1/2018,"12/31/2018"
2499_part3,NAMPALA,,,,,,,,,,,,,,,,,,,,,Private,087800776J,Mining,Gold,Bourse de Francfort,Yes,"2,146,442,097.00",Mali,MLI,2018,1/1/2018,"12/31/2018"
2500_part3,SEMICO,,,,,,,,,,,,,,,,,,,,,Private,087800378X,Mining,Mining products,Nc,No,"13,058,953,381.00",Mali,MLI,2018,1/1/2018,"12/31/2018"
2501_part3,SEMOS,,,,,,,,,,,,,,,,,,,,,Private,087800209E,Mining,Gold,Johannesburg et Toronto,No,"13,156,285,728.00",Mali,MLI,2018,1/1/2018,"12/31/2018"
2502_part3,SMK,,,,,,,,,,,,,,,,,,,,,Private,087800828P,Mining,Mining products,Nc,Yes,"4,168,391,528.00",Mali,MLI,2018,1/1/2018,"12/31/2018"
2503_part3,SOMIKA,,,,,,,,,,,,,,,,,,,,,Private,087800504A,Mining,Gold,Toronto,Yes,"1,709,755,703.00",Mali,MLI,2018,1/1/2018,"12/31/2018"
2504_part3,SOMILO,,,,,,,,,,,,,,,,,,,,,Private,087800300L,Mining,Gold,Nc,Yes,"54,306,343,600.00",Mali,MLI,2018,1/1/2018,"12/31/2018"
2505_part3,SOMISY,,,,,,,,,,,,,,,,,,,,,Private,087800040B,Mining,Mining products,ASX (Australian Securities Exchange),Yes,"23,381,683,971.00",Mali,MLI,2018,1/1/2018,"12/31/2018"
2506_part3,WASSOULOU,,,,,,,,,,,,,,,,,,,,,Private,087800492H,Mining,Mining products,Nc,No,"747,744,885.00",Mali,MLI,2018,1/1/2018,"12/31/2018"
2507_part3,YATELA,,,,,,,,,,,,,,,,,,,,,Private,087800382N,Mining,Gold,Johannesburg et Toronto,No,"414,382,804.00",Mali,MLI,2018,1/1/2018,"12/31/2018"
2508_part3,FEKOLA,,,,,,,,,,,,,,,,,,,,,Private,087800848K,Mining,Mining products,Nc,No,"32,338,753,101.00",Mali,MLI,2018,1/1/2018,"12/31/2018"
2509_part3,RAZEL MALI,,,,,,,,,,,,,,,,,,,,,Private,087800709Y,Mining,Quarry products,N/A,Yes,"70,705,973.00",Mali,MLI,2018,1/1/2018,"12/31/2018"
2510_part3,SOCARCO,,,,,,,,,,,,,,,,,,,,,Private,087800500E,Mining,Quarry products,N/A,No,"1,220,610,243.00",Mali,MLI,2018,1/1/2018,"12/31/2018"
2511_part3,CMM,,,,,,,,,,,,,,,,,,,,,Private,081102335F,Mining,Cement (distribution),N/A,Yes,"545,739,922.00",Mali,MLI,2018,1/1/2018,"12/31/2018"
2512_part3,DIAMOND CEMENT,,,,,,,,,,,,,,,,,,,,,Private,081104190G,Mining,Cement,N/A,No,"1,398,405,575.00",Mali,MLI,2018,1/1/2018,"12/31/2018"
2513_part3,EMM,,,,,,,,,,,,,,,,,,,,,Private,087800054F,Mining,Water,N/A,No,"1,007,620,813.00",Mali,MLI,2018,1/1/2018,"12/31/2018"
2514_part3,RANDGOLD,,,,,,,,,,,,,,,,,,,,,Private,087800180A,Mining,Mining products,NASDAQ,Yes,"186,877,895.00",Mali,MLI,2018,1/1/2018,"12/31/2018"
2515_part3,IAMGOLD,,,,,,,,,,,,,,,,,,,,,Private,087800681E,Mining,Mining products,Toronto,No,"83,321,935.00",Mali,MLI,2018,1/1/2018,"12/31/2018"
2516_part3,NEVSUN,,,,,,,,,,,,,,,,,,,,,Private,087800533T,Mining,Gold,Nc,No,"43,252,532.00",Mali,MLI,2018,1/1/2018,"12/31/2018"
2517_part3,MMR,,,,,,,,,,,,,,,,,,,,,Private,087800566G,Mining,Exploration,N/A,Yes,"35,883,743.00",Mali,MLI,2018,1/1/2018,"12/31/2018"
2518_part3,KOFI.SA,,,,,,,,,,,,,,,,,,,,,Private,081127797Y,Mining,Mining products,N/A,Yes,"1,667,369,989.00",Mali,MLI,2018,1/1/2018,"12/31/2018"
2519_part3,SOMIFI.SA,,,,,,,,,,,,,,,,,,,,,Private,087800795T,Mining,Mining products,ASX (Australian Securities Exchange),No,"251,233,017.00",Mali,MLI,2018,1/1/2018,"12/31/2018"
2520_part3,PETROMA,,,,,,,,,,,,,,,,,,,,,Private,087800617C,Oil,Oil exploration,Nc,Yes,"238,944,710.00",Mali,MLI,2018,1/1/2018,"12/31/2018"
2521_part3,GLENCAR MALI,,,,,,,,,,,,,,,,,,,,,Private,Nc,Mining,Gold,Nc,Yes,"45,464,932.00",Mali,MLI,2018,1/1/2018,"12/31/2018"
2522_part3,DYNATEC MADAGASCAR S.A,,,,,,,,,,,,,,,,,,,,,Private,3000004921,Mining,Limestone,http://www.ambatovy.com/ambatovy-html/docs/index.html%3Flang=fr&p=408.html,,"45,529,374,347.68",Madagascar,MDG,2017,1/1/2017,"12/31/2017"
2523_part3,HOLCIM MADAGASCAR SA,,,,,,,,,,,,,,,,,,,,,Private,2000001171,Mining,"Cipolin, Dolomitic, Clay, Pouzolane, Tourmaline, Beryl, Crystal, Rose quartz, Iron oxide, Gypsum, Agate, Carnelian, Charcoal",https://www.lafargeholcim-io.com/madagascar,,"29,183,961,477.44",Madagascar,MDG,2017,1/1/2017,"12/31/2017"
2524_part3,AMBATOVY MINERALS SA,,,,,,,,,,,,,,,,,,,,,Private,5009,Mining,"Platine, Nickel, Cobalt, Chrome, Zinc",http://www.ambatovy.com/ambatovy-html/docs/index.html%3Flang=fr&p=408.html,,"29,385,905,618.27",Madagascar,MDG,2017,1/1/2017,"12/31/2017"
2525_part3,QIT MADAGASCAR MINERALS SA,,,,,,,,,,,,,,,,,,,,,Private,4000164665,Mining,"Ilménite, Zircon, Rutile",https://www.riotinto.com/energyandminerals/about-qit-madagascar-minerals-15376-fr.aspx,,"14,275,379,482.28",Madagascar,MDG,2017,1/1/2017,"12/31/2017"
2526_part3,ETABLISSEMENT GALLOIS,,,,,,,,,,,,,,,,,,,,,Private,4000056935,Mining,Graphite,http://ets.gallois.pagesperso-orange.fr/graphite_fr.htm,,"7,106,043,792.77",Madagascar,MDG,2017,1/1/2017,"12/31/2017"
2527_part3,KRAOMITA MALAGASY SA,,,,,,,,,,,,,,,,,,,,,Private,3000013550,Mining,"Chromite, Or, Barityne, Pyrite, Chalcopyrite",http://www.kraoma.mg/,,"5,211,120,192.38",Madagascar,MDG,2017,1/1/2017,"12/31/2017"
2528_part3,MAINLAND MINING SARLU,,,,,,,,,,,,,,,,,,,,,Private,4000373475,Mining,"Zircon, Ilménite",,,"1,553,303,614.62",Madagascar,MDG,2017,1/1/2017,"12/31/2017"
2529_part3,MADAGASCAR OIL SA,,,,,,,,,,,,,,,,,,,,,Private,2000006347,Oil,Any type of hydrocarbon,https://www.madagascaroil.com/,,"649,748,352.26",Madagascar,MDG,2017,1/1/2017,"12/31/2017"
2530_part3,NOVA RESSOURCES SARLU,,,,,,,,,,,,,,,,,,,,,Private,4000422774,Mining,"Or, Platine, Labradorite",,,"1,287,238,974.00",Madagascar,MDG,2017,1/1/2017,"12/31/2017"
2531_part3,OYSTER MADAGASCAR LIMITED,,,,,,,,,,,,,,,,,,,,,Private,4002632371,Oil,Conventional oil,www.sedar.com,,"1,030,663,352.00",Madagascar,MDG,2017,1/1/2017,"12/31/2017"
2532_part3,GRAPH MADA SARL,,,,,,,,,,,,,,,,,,,,,Private,5000245680,Mining,Graphite,"https://www.asx.com.au/asx/statistics/announcements.do
https://www.bassmetals.com.au/operations/",,"1,566,947,209.75",Madagascar,MDG,2017,1/1/2017,"12/31/2017"
2533_part3,OMV OFFSHORE MORONDAVA,,,,,,,,,,,,,,,,,,,,,Private,3001572807,Oil,Hydrocarbons (Oil and gas),https://www.omv.com/en/news/omv-expands-portfolio-in-madagascar,,"1,043,266,761.05",Madagascar,MDG,2017,1/1/2017,"12/31/2017"
2534_part3,RED GRANITI MADAGASCAR SARL,,,,,,,,,,,,,,,,,,,,,Private,3000024655,Mining,"Labradorite, Garnet, Marble, Quartzite",https://www.redgraniti.com/en/r-e-d-in-the-world/production-companies/,,"1,096,102,605.09",Madagascar,MDG,2017,1/1/2017,"12/31/2017"
2535_part3,CLASSIC REAL STONES SARL,,,,,,,,,,,,,,,,,,,,,Private,2000080079,Mining,"Or, Cristal, Tourmaline, Rubis, Corindo, Saphir, Tourmaline, Béryl, Quartz, Nickel, Amethyst, Quartz Rose, Emeraude, Vitrine",https://www.classicrealdrill.com/index.php?lang=fr,,"776,837,812.55",Madagascar,MDG,2017,1/1/2017,"12/31/2017"
2536_part3,MADAGASCAR INTERNATIONAL TAK MINING SARL,,,,,,,,,,,,,,,,,,,,,Private,4000359254,Mining,"Chromium, nickel, Cobalt, Gold, Rare earths, Molybdenum, bauxite",,,"741,245,936.00",Madagascar,MDG,2017,1/1/2017,"12/31/2017"
