num,GFS Classification,Sector,Revenue stream name,Government entity,Revenue value,Currency,Country,ISO Code,Year,Start Date,End Date
1413,Other taxes payable by natural resource companies (116E),All sectors,Pre-Shipment / Destination Inspection (GOL's share),LIBERIA REVENUE AUTHORITY (LRA),,USD,Liberia,LBR,2018,7/1/2017,6/30/2018
1414,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",All sectors,GST,LIBERIA REVENUE AUTHORITY (LRA),1216395,USD,Liberia,LBR,2018,7/1/2017,6/30/2018
1415,From state-owned enterprises (1412E1),All sectors,Dividends to GOL,LIBERIA REVENUE AUTHORITY (LRA),31387,USD,Liberia,LBR,2018,7/1/2017,6/30/2018
1416,Other rent payments (1415E5),Mining/Oil and Gas/Agriculture,Surface Rental,LIBERIA REVENUE AUTHORITY (LRA),2885477,USD,Liberia,LBR,2018,7/1/2017,6/30/2018
1417,Royalties (1415E1),Mining,Royalty,LIBERIA REVENUE AUTHORITY (LRA),8652474,USD,Liberia,LBR,2018,7/1/2017,6/30/2018
1418,Licence fees (114521E),Mining,Minerals License fees,LIBERIA REVENUE AUTHORITY (LRA),801132,USD,Liberia,LBR,2018,7/1/2017,6/30/2018
1419,Other taxes payable by natural resource companies (116E),Mining,Scientific Research Fund,LIBERIA REVENUE AUTHORITY (LRA),104000,USD,Liberia,LBR,2018,7/1/2017,6/30/2018
1420,Other taxes payable by natural resource companies (116E),Forestry,Auction Fee,LIBERIA REVENUE AUTHORITY (LRA),,USD,Liberia,LBR,2018,7/1/2017,6/30/2018
1421,Other taxes payable by natural resource companies (116E),Forestry,Stumpage Fee,LIBERIA REVENUE AUTHORITY (LRA),2660978,USD,Liberia,LBR,2018,7/1/2017,6/30/2018
1422,Other taxes payable by natural resource companies (116E),Forestry,Bid Premium,LIBERIA REVENUE AUTHORITY (LRA),49487,USD,Liberia,LBR,2018,7/1/2017,6/30/2018
1423,Taxes on exports (1152E),Forestry,Log Export Fees,LIBERIA REVENUE AUTHORITY (LRA),2588017,USD,Liberia,LBR,2018,7/1/2017,6/30/2018
1424,Other taxes payable by natural resource companies (116E),Forestry,Chain of Custody Management Fee (PSI),LIBERIA REVENUE AUTHORITY (LRA),1,USD,Liberia,LBR,2018,7/1/2017,6/30/2018
1425,Other rent payments (1415E5),Forestry,Area Fee,LIBERIA REVENUE AUTHORITY (LRA),390898,USD,Liberia,LBR,2018,7/1/2017,6/30/2018
1426,Other taxes payable by natural resource companies (116E),Forestry,Forest Product Fee (processed materials),LIBERIA REVENUE AUTHORITY (LRA),,USD,Liberia,LBR,2018,7/1/2017,6/30/2018
1427,Other taxes payable by natural resource companies (116E),Forestry,Sawmill Permit Fees,LIBERIA REVENUE AUTHORITY (LRA),,USD,Liberia,LBR,2018,7/1/2017,6/30/2018
1428,Other taxes payable by natural resource companies (116E),Forestry,Non Timber Forest Products (local & export collections),LIBERIA REVENUE AUTHORITY (LRA),,USD,Liberia,LBR,2018,7/1/2017,6/30/2018
1429,Taxes on exports (1152E),Forestry,Timber Export Licence Fees,LIBERIA REVENUE AUTHORITY (LRA),166892,USD,Liberia,LBR,2018,7/1/2017,6/30/2018
1430,Administrative fees for government services (1422E),Agriculture/Forestry,Block Inspection Fees,LIBERIA REVENUE AUTHORITY (LRA),2100,USD,Liberia,LBR,2018,7/1/2017,6/30/2018
1431,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Agriculture,Rubber sales tax,LIBERIA REVENUE AUTHORITY (LRA),993492,USD,Liberia,LBR,2018,7/1/2017,6/30/2018
1432,Delivered/paid to state-owned enterprise(s) (1415E32),Oil & Gas,Social Welfare Contribution,NATIONAL OIL COMPANY OF LIBERIA (NOCAL),150000,USD,Liberia,LBR,2018,7/1/2017,6/30/2018
1433,Delivered/paid to state-owned enterprise(s) (1415E32),Oil & Gas,Annual Training,NATIONAL OIL COMPANY OF LIBERIA (NOCAL),125000,USD,Liberia,LBR,2018,7/1/2017,6/30/2018
1434,Delivered/paid to state-owned enterprise(s) (1415E32),Oil & Gas,NOCAL / GOL Production shares under PSA,NATIONAL OIL COMPANY OF LIBERIA (NOCAL),,USD,Liberia,LBR,2018,7/1/2017,6/30/2018
1435,Emission and pollution taxes (114522E),Oil & Gas,Hydrocarbon Development Fund,NATIONAL OIL COMPANY OF LIBERIA (NOCAL),100000,USD,Liberia,LBR,2018,7/1/2017,6/30/2018
1436,Customs and other import duties (1151E),All sectors,Research Vessels Tonnage Tax,LIBERIA REVENUE AUTHORITY (LRA),,USD,Liberia,LBR,2018,7/1/2017,6/30/2018
1437,Customs and other import duties (1151E),All sectors,Supply Vessel Annual Tonnage Tax,LIBERIA REVENUE AUTHORITY (LRA),,USD,Liberia,LBR,2018,7/1/2017,6/30/2018
1438,Administrative fees for government services (1422E),All sectors,Aircraft Inspection Fees,LIBERIA CIVIL AVIATION AUTHORITY (LCAA),8680,USD,Liberia,LBR,2018,7/1/2017,6/30/2018
1439,Delivered/paid to state-owned enterprise(s) (1415E32),All sectors,Fees & charges paid to NPA,NATIONAL PORT AUTHORITY (NPA),1987696,USD,Liberia,LBR,2018,7/1/2017,6/30/2018
1440,Other taxes payable by natural resource companies (116E),All sectors,"Other significant payments (> 10,000 USD)",ENVIRONMENTAL PROTECTION AUTHORITY (EPA),614553,USD,Liberia,LBR,2018,7/1/2017,6/30/2018
1441,"Fines, penalties, and forfeits (143E)",Agriculture,Admin. Penalties,LIBERIA REVENUE AUTHORITY (LRA),86113.43,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1442,"Fines, penalties, and forfeits (143E)",Agriculture,Admin.Interest,LIBERIA REVENUE AUTHORITY (LRA),28018,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1443,Motor vehicle taxes (11451E),Agriculture,ANNUAL VEHICLE REGISTRATION,LIBERIA REVENUE AUTHORITY (LRA),308882,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1444,Other taxes payable by natural resource companies (116E),Agriculture,Aviation development Fees,LIBERIA CIVIL AVIATION AUTHORITY (LCAA),8200,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1445,Administrative fees for government services (1422E),Agriculture,BIN - Other fees,LIBERIA REVENUE AUTHORITY (LRA),81640,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1446,Administrative fees for government services (1422E),Agriculture,BIN - Resident permit,LIBERIA REVENUE AUTHORITY (LRA),94750,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1447,Administrative fees for government services (1422E),Agriculture,Business registration fees,LIBERIA REVENUE AUTHORITY (LRA),25265,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1448,"Ordinary taxes on income, profits and capital gains (1112E1)",Agriculture,Company Income Tax,LIBERIA REVENUE AUTHORITY (LRA),1482836.9,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1449,Customs and other import duties (1151E),Agriculture,Customs penalties and fines,LIBERIA REVENUE AUTHORITY (LRA),19480,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1450,Customs and other import duties (1151E),Agriculture,Customs user fees,LIBERIA REVENUE AUTHORITY (LRA),600659.75,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1451,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Agriculture,Domestic goods tax,LIBERIA REVENUE AUTHORITY (LRA),12524.62,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1452,Customs and other import duties (1151E),Agriculture,ECOWAS trade levy,LIBERIA REVENUE AUTHORITY (LRA),216959.13,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1453,Excise taxes (1142E),Agriculture,Excise tax,LIBERIA REVENUE AUTHORITY (LRA),3374.61,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1454,Administrative fees for government services (1422E),Agriculture,Farm use in urban areas,LIBERIA REVENUE AUTHORITY (LRA),172278.15,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1455,Administrative fees for government services (1422E),Agriculture,Farmland (outside city. town. municipal or commonwealth district),LIBERIA REVENUE AUTHORITY (LRA),39,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1456,Administrative fees for government services (1422E),Agriculture,Fees & charges paid to NPA,NATIONAL PORT AUTHORITY (NPA),507935.66,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1457,Administrative fees for government services (1422E),Agriculture,Fees and charges (Ministry of Agriculture),LIBERIA REVENUE AUTHORITY (LRA),15160,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1458,Administrative fees for government services (1422E),Agriculture,Fees and charges (Ministry of Labor),LIBERIA REVENUE AUTHORITY (LRA),217700,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1459,Administrative fees for government services (1422E),Agriculture,Fees paid to EPA,ENVIRONMENTAL PROTECTION AUTHORITY (EPA),65279,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1460,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Agriculture,GST on imported goods,LIBERIA REVENUE AUTHORITY (LRA),493582,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1461,Customs and other import duties (1151E),Agriculture,Import duties,LIBERIA REVENUE AUTHORITY (LRA),885045,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1462,Administrative fees for government services (1422E),Agriculture,LBR - Domestic Incorporation filing fee,LIBERIA REVENUE AUTHORITY (LRA),790,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1463,Administrative fees for government services (1422E),Agriculture,Local inspection Fees,LIBERIA CIVIL AVIATION AUTHORITY (LCAA),1200,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1464,Administrative fees for government services (1422E),Agriculture,MFA - Amendment of Articles of Incorporation,LIBERIA REVENUE AUTHORITY (LRA),20,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1465,Licence fees (114521E),Agriculture,Minerals License fees,LIBERIA REVENUE AUTHORITY (LRA),5000,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1466,Administrative fees for government services (1422E),Agriculture,MOH - Other fees and charges (Ministry of Health and Social Welfare),LIBERIA REVENUE AUTHORITY (LRA),30,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1467,Administrative fees for government services (1422E),Agriculture,MOI - Communication - Radio Station,LIBERIA REVENUE AUTHORITY (LRA),3150,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1468,Administrative fees for government services (1422E),Agriculture,MOJ - Agency Fees,LIBERIA REVENUE AUTHORITY (LRA),2400,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1469,Administrative fees for government services (1422E),Agriculture,MOJ - Other fees and charges (Ministry of Justice),LIBERIA REVENUE AUTHORITY (LRA),1600,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1470,Administrative fees for government services (1422E),Agriculture,MOJ - Private contract security accreditation,LIBERIA REVENUE AUTHORITY (LRA),800,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1471,Administrative fees for government services (1422E),Agriculture,MOTORBIKE LICENSE PLATES,LIBERIA REVENUE AUTHORITY (LRA),4707,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1472,Administrative fees for government services (1422E),Agriculture,NFS -Fire safety inspection fee,LIBERIA REVENUE AUTHORITY (LRA),3030,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1473,Administrative fees for government services (1422E),Agriculture,OMA - Other fees and charges (other ministries and agencies),LIBERIA REVENUE AUTHORITY (LRA),15000,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1474,Taxes on exports (1152E),Agriculture,Other exports,LIBERIA REVENUE AUTHORITY (LRA),44875,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1475,Motor vehicle taxes (11451E),Agriculture,Other vehicule fees,LIBERIA REVENUE AUTHORITY (LRA),59930,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1476,"Ordinary taxes on income, profits and capital gains (1112E1)",Agriculture,Presumptive (small tax) (4%)(200c),LIBERIA REVENUE AUTHORITY (LRA),108,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1477,Administrative fees for government services (1422E),Agriculture,Residential use,LIBERIA REVENUE AUTHORITY (LRA),258.45,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1478,Administrative fees for government services (1422E),Agriculture,Rubber,LIBERIA REVENUE AUTHORITY (LRA),82.29,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1479,"Ordinary taxes on income, profits and capital gains (1112E1)",Agriculture,RURAL PIT for residents (200a),LIBERIA REVENUE AUTHORITY (LRA),40527.32,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1480,"Ordinary taxes on income, profits and capital gains (1112E1)",Agriculture,RURAL Presumptive tax (200c) for small taxpayers (4%),LIBERIA REVENUE AUTHORITY (LRA),,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1481,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Agriculture,Service tax,LIBERIA REVENUE AUTHORITY (LRA),62036.26,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1482,Compulsory transfers to government (infrastructure and other) (1415E4),Agriculture,Support to higher education institutes (agriculture),LIBERIA REVENUE AUTHORITY (LRA),50000,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1483,Other rent payments (1415E5),Agriculture,Surface rental,LIBERIA REVENUE AUTHORITY (LRA),970726.15,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1484,Administrative fees for government services (1422E),Agriculture,Temporary air service Permit,LIBERIA CIVIL AVIATION AUTHORITY (LCAA),1800,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1485,"Ordinary taxes on income, profits and capital gains (1112E1)",Agriculture,WH (non-Res.) on Interest. Dividends. Royalties. License Fees. and similar payments,LIBERIA REVENUE AUTHORITY (LRA),29428.3,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1486,Administrative fees for government services (1422E),Forestry,Admin. Penalties,LIBERIA REVENUE AUTHORITY (LRA),24812.43,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1487,Administrative fees for government services (1422E),Forestry,Admin.Interest,LIBERIA REVENUE AUTHORITY (LRA),12013.04,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1488,Motor vehicle taxes (11451E),Forestry,ANNUAL VEHICLE REGISTRATION,LIBERIA REVENUE AUTHORITY (LRA),41943.8,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1489,Administrative fees for government services (1422E),Forestry,BIN - Other fees,LIBERIA REVENUE AUTHORITY (LRA),24730,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1490,Administrative fees for government services (1422E),Forestry,BIN - Resident permit,LIBERIA REVENUE AUTHORITY (LRA),168350,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1491,Administrative fees for government services (1422E),Forestry,Business registration fees,LIBERIA REVENUE AUTHORITY (LRA),47140,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1492,Administrative fees for government services (1422E),Forestry,Chain of custody management fee (GoL SGS contract. 1.4% FoB value) (Forestry - FMCs),LIBERIA REVENUE AUTHORITY (LRA),1000,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1493,Licence fees (114521E),Forestry,Class C license (mineral mining),LIBERIA REVENUE AUTHORITY (LRA),,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1494,Administrative fees for government services (1422E),Forestry,Cocoa and coffee,LIBERIA REVENUE AUTHORITY (LRA),2625.01,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1495,Administrative fees for government services (1422E),Forestry,Company Income Tax,LIBERIA REVENUE AUTHORITY (LRA),413338.76,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1496,Customs and other import duties (1151E),Forestry,Customs penalties and fines,LIBERIA REVENUE AUTHORITY (LRA),26748.17,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1497,Customs and other import duties (1151E),Forestry,Customs user fees,LIBERIA REVENUE AUTHORITY (LRA),598.17,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1498,Customs and other import duties (1151E),Forestry,ECOWAS trade levy,LIBERIA REVENUE AUTHORITY (LRA),32948.27,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1499,Excise taxes (1142E),Forestry,Excise tax,LIBERIA REVENUE AUTHORITY (LRA),519.69,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1500,Administrative fees for government services (1422E),Forestry,Farm use in urban areas,LIBERIA REVENUE AUTHORITY (LRA),312.5,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1501,Administrative fees for government services (1422E),Forestry,Fees & charges paid to NPA,NATIONAL PORT AUTHORITY (NPA),914785.47,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1502,Administrative fees for government services (1422E),Forestry,Fees and charges (Forestry Development Authority),LIBERIA REVENUE AUTHORITY (LRA),12700,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1503,Administrative fees for government services (1422E),Forestry,Fees and charges (Ministry of Agriculture),LIBERIA REVENUE AUTHORITY (LRA),8875,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1504,Administrative fees for government services (1422E),Forestry,Fees and charges (Ministry of Labor),LIBERIA REVENUE AUTHORITY (LRA),268300,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1505,Administrative fees for government services (1422E),Forestry,Fees paid to EPA,ENVIRONMENTAL PROTECTION AUTHORITY (EPA),33557,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1506,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Forestry,GST on imported goods,LIBERIA REVENUE AUTHORITY (LRA),285817.47,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1507,Customs and other import duties (1151E),Forestry,Import duties,LIBERIA REVENUE AUTHORITY (LRA),394287.52,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1508,Administrative fees for government services (1422E),Forestry,LBR - Domestic Incorporation filing fee,LIBERIA REVENUE AUTHORITY (LRA),540,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1509,Administrative fees for government services (1422E),Forestry,Log and wood product export fee,LIBERIA REVENUE AUTHORITY (LRA),2324846.61,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1510,Administrative fees for government services (1422E),Forestry,MFA - Amendment of Articles of Incorporation,LIBERIA REVENUE AUTHORITY (LRA),160,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1511,Administrative fees for government services (1422E),Forestry,MOJ - Private contract security accreditation,LIBERIA REVENUE AUTHORITY (LRA),2000,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1512,Administrative fees for government services (1422E),Forestry,MOTORBIKE LICENSE PLATES,LIBERIA REVENUE AUTHORITY (LRA),50,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1513,Administrative fees for government services (1422E),Forestry,NFS -Fire safety inspection fee,LIBERIA REVENUE AUTHORITY (LRA),75,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1514,Taxes on exports (1152E),Forestry,Other exports,LIBERIA REVENUE AUTHORITY (LRA),7844.12,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1515,Administrative fees for government services (1422E),Forestry,Other land use 1 acre or above (within city. town. municipal or commonwealth district),LIBERIA REVENUE AUTHORITY (LRA),60,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1516,Administrative fees for government services (1422E),Forestry,Other legal fines and penalties (from other government units),LIBERIA REVENUE AUTHORITY (LRA),1000,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1517,Motor vehicle taxes (11451E),Forestry,Other vehicule fees,LIBERIA REVENUE AUTHORITY (LRA),34045,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1518,"Ordinary taxes on income, profits and capital gains (1112E1)",Forestry,Presumptive (small tax) (4%)(200c),LIBERIA REVENUE AUTHORITY (LRA),1000,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1519,"Ordinary taxes on income, profits and capital gains (1112E1)",Forestry,RURAL Presumptive tax (200c) for small taxpayers (4%),LIBERIA REVENUE AUTHORITY (LRA),669.2,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1520,Other rent payments (1415E5),Forestry,Stumpage fees,LIBERIA REVENUE AUTHORITY (LRA),2082915.14,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1521,Taxes on exports (1152E),Forestry,Timber Export license fee (FDA regulation 107-7 section 42c) (Forestry - FMCs),LIBERIA REVENUE AUTHORITY (LRA),46269.03,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1522,"Fines, penalties, and forfeits (143E)",Mining,Admin. Penalties,LIBERIA REVENUE AUTHORITY (LRA),226148,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1523,"Fines, penalties, and forfeits (143E)",Mining,Admin.Interest,LIBERIA REVENUE AUTHORITY (LRA),89924,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1524,Motor vehicle taxes (11451E),Mining,ANNUAL VEHICLE REGISTRATION,LIBERIA REVENUE AUTHORITY (LRA),206294,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1525,Administrative fees for government services (1422E),Mining,BIN - Other fees,LIBERIA REVENUE AUTHORITY (LRA),142040,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1526,Administrative fees for government services (1422E),Mining,BIN - Resident permit,LIBERIA REVENUE AUTHORITY (LRA),407350,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1527,Administrative fees for government services (1422E),Mining,Business or commercial use,LIBERIA REVENUE AUTHORITY (LRA),2392,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1528,Administrative fees for government services (1422E),Mining,Business registration fees,LIBERIA REVENUE AUTHORITY (LRA),129580,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1529,"Ordinary taxes on income, profits and capital gains (1112E1)",Mining,Company Income Tax,LIBERIA REVENUE AUTHORITY (LRA),365424,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1530,Customs and other import duties (1151E),Mining,Customs penalties and fines,LIBERIA REVENUE AUTHORITY (LRA),191958,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1531,Customs and other import duties (1151E),Mining,Customs user fees,LIBERIA REVENUE AUTHORITY (LRA),558648,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1532,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Mining,Domestic goods tax,LIBERIA REVENUE AUTHORITY (LRA),11363,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1533,Customs and other import duties (1151E),Mining,ECOWAS trade levy,LIBERIA REVENUE AUTHORITY (LRA),492833,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1534,Excise taxes (1142E),Mining,Excise tax,LIBERIA REVENUE AUTHORITY (LRA),5166,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1535,Administrative fees for government services (1422E),Mining,Fees & charges paid to NPA,NATIONAL PORT AUTHORITY (NPA),932159,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1536,Administrative fees for government services (1422E),Mining,Fees and charges (Ministry of Labor),LIBERIA REVENUE AUTHORITY (LRA),549900,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1537,Administrative fees for government services (1422E),Mining,Fees and charges (Ministry of Lands. Mines and Energy),LIBERIA REVENUE AUTHORITY (LRA),37750,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1538,Administrative fees for government services (1422E),Mining,Fees paid to EPA,ENVIRONMENTAL PROTECTION AUTHORITY (EPA),195141,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1539,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Mining,GST on imported goods,LIBERIA REVENUE AUTHORITY (LRA),231475,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1540,Customs and other import duties (1151E),Mining,Import duties,LIBERIA REVENUE AUTHORITY (LRA),627893,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1541,Administrative fees for government services (1422E),Mining,LBR - Authorization to do business filing fee,LIBERIA REVENUE AUTHORITY (LRA),2000,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1542,Administrative fees for government services (1422E),Mining,LBR - Domestic Incorporation filing fee,LIBERIA REVENUE AUTHORITY (LRA),3086,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1543,Licence fees (114521E),Mining,Minerals License fees,LIBERIA REVENUE AUTHORITY (LRA),713612,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1544,Taxes on exports (1152E),Mining,Other exports,LIBERIA REVENUE AUTHORITY (LRA),2110,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1545,Licence fees (114521E),Mining,Other fees/licenses,LIBERIA REVENUE AUTHORITY (LRA),66271,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1546,"Fines, penalties, and forfeits (143E)",Mining,Other legal fines and penalties (from other government units),LIBERIA REVENUE AUTHORITY (LRA),1000,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1547,Other taxes payable by natural resource companies (116E),Mining,Other revenue streams,LIBERIA REVENUE AUTHORITY (LRA),4307,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1548,Compulsory transfers to government (infrastructure and other) (1415E4),Mining,Other social development contributions (mineral mining),LIBERIA REVENUE AUTHORITY (LRA),12000,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1549,Motor vehicle taxes (11451E),Mining,Other vehicule fees,LIBERIA REVENUE AUTHORITY (LRA),46212,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1550,"Ordinary taxes on income, profits and capital gains (1112E1)",Mining,Presumptive (small tax) (4%)(200c),LIBERIA REVENUE AUTHORITY (LRA),5066,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1551,Royalties (1415E1),Mining,Royalties,LIBERIA REVENUE AUTHORITY (LRA),11045859,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1552,"Ordinary taxes on income, profits and capital gains (1112E1)",Mining,RURAL Presumptive tax (200c) for small taxpayers (4%),LIBERIA REVENUE AUTHORITY (LRA),1233,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1553,Compulsory transfers to government (infrastructure and other) (1415E4),Mining,Scientific research funds (mineral mining),LIBERIA REVENUE AUTHORITY (LRA),100000,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1554,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Mining,Service Tax,LIBERIA REVENUE AUTHORITY (LRA),73374,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1555,Compulsory transfers to government (infrastructure and other) (1415E4),Mining,Social contributions (mineral mining),LIBERIA REVENUE AUTHORITY (LRA),6300000,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1556,Other rent payments (1415E5),Mining,Surface rental,LIBERIA REVENUE AUTHORITY (LRA),1476265,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1557,Other taxes payable by natural resource companies (116E),Mining,Transshipment fees,LIBERIA REVENUE AUTHORITY (LRA),9281,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1558,"Fines, penalties, and forfeits (143E)",Oil & Gas,Admin. Penalties,LIBERIA REVENUE AUTHORITY (LRA),69,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1559,"Fines, penalties, and forfeits (143E)",Oil & Gas,Admin.Interest,LIBERIA REVENUE AUTHORITY (LRA),16,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1560,Administrative fees for government services (1422E),Oil & Gas,Business registration fees,LIBERIA REVENUE AUTHORITY (LRA),900,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1561,Administrative fees for government services (1422E),Oil & Gas,Business registration fees,LIBERIA REVENUE AUTHORITY (LRA),900,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
1562,"Ordinary taxes on income, profits and capital gains (1112E1)",Oil & Gas,Company Income Tax,LIBERIA REVENUE AUTHORITY (LRA),11938,USD,Liberia,LBR,2019,7/1/2018,6/30/2019
